year_month,date,geography,type,avg_price,price_total_volume,four_zero_four_six_units,four_two_two_five_units,four_seven_seven_zero_units,total_bags,s_bags,l_bags,xl_bags,status,prod_total_volume,ratio price_total_volume vs prod_total_volume,ratio CA sold vs prod,california,prod,chile,mexico,peru,columbia
3/1/2020,3/29/2020,Los Angeles,organic,1.7,151064.25,6239.64,5730.17,31.84,139062.6,48523.81,90538.79,0,actual,36225538,0.004170104,55.10,8323661,"(2020-03-01,3/29/2020,actual,36225538,8323661,0,27901876,0,0)",0,27901876,0,0
3/1/2020,3/8/2020,Los Angeles,conventional ,1.27,2797533.92,920850.56,58054.49,58246.06,1760382.81,1126193.01,576526.13,57663.67,actual,47119478,0.059371072,2.95,8249788,"(2020-03-01,3/8/2020,actual,47119478,8249788,0,38869689,0,0)",0,38869689,0,0
3/1/2020,3/8/2020,Los Angeles,organic,1.94,103060.35,7047.67,3511.31,11.62,92489.75,79034.64,13455.11,0,actual,47119478,0.002187213,80.05,8249788,"(2020-03-01,3/8/2020,actual,47119478,8249788,0,38869689,0,0)",0,38869689,0,0
3/1/2020,3/1/2020,Sacramento,conventional ,1.43,477107.03,152254.73,154648.99,2015.55,168187.76,106682.93,57123.75,4381.08,actual,56195818,0.008490081,20.51,9785442,"(2020-03-01,3/1/2020,actual,56195818,9785442,0,46410376,0,0)",0,46410376,0,0
3/1/2020,3/1/2020,Sacramento,organic,1.79,20461.82,4134.53,3816.38,1.41,12509.5,12498.51,10.99,0,actual,56195818,0.000364116,478.23,9785442,"(2020-03-01,3/1/2020,actual,56195818,9785442,0,46410376,0,0)",0,46410376,0,0
3/1/2020,3/15/2020,Sacramento,conventional ,1.5,581877.89,169817.37,213813.9,1626.82,196619.8,111285.44,78373.83,6960.53,actual,48039847,0.012112401,6.65,3868964,"(2020-03-01,3/15/2020,actual,48039847,3868964,0,44120882,50000,0)",0,44120882,50000,0
3/1/2020,3/15/2020,Sacramento,organic,1.75,24996.16,4875.16,5060.02,1.41,15059.57,15031.55,28.02,0,actual,48039847,0.000520321,154.78,3868964,"(2020-03-01,3/15/2020,actual,48039847,3868964,0,44120882,50000,0)",0,44120882,50000,0
3/1/2020,3/22/2020,Sacramento,conventional ,1.51,475948.96,153027.89,158822.83,1767.39,162330.85,86004.85,73436.08,2889.92,actual,54765620,0.008690652,16.99,8086208,"(2020-03-01,3/22/2020,actual,54765620,8086208,0,46679412,0,0)",0,46679412,0,0
3/1/2020,3/22/2020,Sacramento,organic,1.69,18822.9,3259.67,3623.76,0,11939.47,11936.54,2.93,0,actual,54765620,0.000343699,429.59,8086208,"(2020-03-01,3/22/2020,actual,54765620,8086208,0,46679412,0,0)",0,46679412,0,0
3/1/2020,3/29/2020,Sacramento,conventional ,1.51,492736.41,169900.61,159693.1,1624.36,161518.34,88387.52,70336.41,2794.41,actual,36225538,0.013601907,16.89,8323661,"(2020-03-01,3/29/2020,actual,36225538,8323661,0,27901876,0,0)",0,27901876,0,0
3/1/2020,3/29/2020,Sacramento,organic,1.82,19837.17,5095.34,3060.74,2.75,11678.34,11675.28,3.06,0,actual,36225538,0.000547602,419.60,8323661,"(2020-03-01,3/29/2020,actual,36225538,8323661,0,27901876,0,0)",0,27901876,0,0
3/1/2020,3/8/2020,Sacramento,conventional ,1.35,511136.18,173254.35,152862.82,1580.39,183438.62,99368.71,74970.95,9098.96,actual,47119478,0.010847662,16.14,8249788,"(2020-03-01,3/8/2020,actual,47119478,8249788,0,38869689,0,0)",0,38869689,0,0
3/1/2020,3/8/2020,Sacramento,organic,1.77,19967.13,3554.95,3632.85,8.5,12770.83,12733.52,37.31,0,actual,47119478,0.000423755,413.17,8249788,"(2020-03-01,3/8/2020,actual,47119478,8249788,0,38869689,0,0)",0,38869689,0,0
3/1/2020,3/1/2020,San Diego,conventional ,1.17,538974.56,96379.25,34966.23,8787.2,398841.88,207511.34,189394.4,1936.14,actual,56195818,0.009591008,18.16,9785442,"(2020-03-01,3/1/2020,actual,56195818,9785442,0,46410376,0,0)",0,46410376,0,0
3/1/2020,3/1/2020,San Diego,organic,1.82,42440.33,985.34,2306.07,39.97,39108.95,23858.71,15250.24,0,actual,56195818,0.000755222,230.57,9785442,"(2020-03-01,3/1/2020,actual,56195818,9785442,0,46410376,0,0)",0,46410376,0,0
3/1/2020,3/15/2020,San Diego,conventional ,1.19,776125.56,112324.11,29577.33,9419.78,624804.34,412554.25,207071.02,5179.07,actual,48039847,0.016155871,4.98,3868964,"(2020-03-01,3/15/2020,actual,48039847,3868964,0,44120882,50000,0)",0,44120882,50000,0
3/1/2020,3/15/2020,San Diego,organic,2.34,37445.42,1266.7,1313.43,1.72,34863.57,16014.5,18849.07,0,actual,48039847,0.000779466,103.32,3868964,"(2020-03-01,3/15/2020,actual,48039847,3868964,0,44120882,50000,0)",0,44120882,50000,0
3/1/2020,3/22/2020,San Diego,conventional ,1.32,550646.82,120779.35,25294.24,9826.45,394746.78,211574.94,178024.69,5147.15,actual,54765620,0.010054608,14.68,8086208,"(2020-03-01,3/22/2020,actual,54765620,8086208,0,46679412,0,0)",0,46679412,0,0
3/1/2020,3/22/2020,San Diego,organic,1.99,35365.14,527.16,1033.79,0,33804.19,19781.82,14022.37,0,actual,54765620,0.000645754,228.65,8086208,"(2020-03-01,3/22/2020,actual,54765620,8086208,0,46679412,0,0)",0,46679412,0,0
3/1/2020,3/29/2020,San Diego,conventional ,1.36,602844.28,110510.78,38604.53,12912.78,440816.19,210045.64,194927.49,35843.06,actual,36225538,0.016641417,13.81,8323661,"(2020-03-01,3/29/2020,actual,36225538,8323661,0,27901876,0,0)",0,27901876,0,0
3/1/2020,3/29/2020,San Diego,organic,2.1,22658.52,521.36,1963.93,6.71,20166.52,3834.03,16332.49,0,actual,36225538,0.000625485,367.35,8323661,"(2020-03-01,3/29/2020,actual,36225538,8323661,0,27901876,0,0)",0,27901876,0,0
3/1/2020,3/8/2020,San Diego,conventional ,1.35,517872.77,101884.11,21962.49,6708.86,387317.31,222083.5,157482.49,7751.32,actual,47119478,0.01099063,15.93,8249788,"(2020-03-01,3/8/2020,actual,47119478,8249788,0,38869689,0,0)",0,38869689,0,0
3/1/2020,3/8/2020,San Diego,organic,2.12,21689.11,861.26,1100.59,5.21,19722.05,15474.75,4247.3,0,actual,47119478,0.0004603,380.37,8249788,"(2020-03-01,3/8/2020,actual,47119478,8249788,0,38869689,0,0)",0,38869689,0,0
3/1/2020,3/1/2020,San Francisco,conventional ,1.49,899029.84,252117.22,208161.87,5321.33,433429.42,157136.94,268472.17,7820.31,actual,56195818,0.015998163,10.88,9785442,"(2020-03-01,3/1/2020,actual,56195818,9785442,0,46410376,0,0)",0,46410376,0,0
3/1/2020,3/1/2020,San Francisco,organic,2.03,73398.21,10379.2,8187.55,19.88,54811.58,54743.6,67.98,0,actual,56195818,0.001306115,133.32,9785442,"(2020-03-01,3/1/2020,actual,56195818,9785442,0,46410376,0,0)",0,46410376,0,0
3/1/2020,3/15/2020,San Francisco,conventional ,1.63,1081607.55,251516.96,258946.57,3630.07,567513.95,177682.94,334299.53,55531.48,actual,48039847,0.0225148,3.58,3868964,"(2020-03-01,3/15/2020,actual,48039847,3868964,0,44120882,50000,0)",0,44120882,50000,0
3/1/2020,3/15/2020,San Francisco,organic,1.98,95518.17,10562.88,12064.75,13.42,72877.12,72819.13,57.99,0,actual,48039847,0.001988311,40.51,3868964,"(2020-03-01,3/15/2020,actual,48039847,3868964,0,44120882,50000,0)",0,44120882,50000,0
3/1/2020,3/22/2020,San Francisco,conventional ,1.67,867674.71,195881.69,208750.1,4155.3,458887.62,155033.97,298050.61,5803.04,actual,54765620,0.01584342,9.32,8086208,"(2020-03-01,3/22/2020,actual,54765620,8086208,0,46679412,0,0)",0,46679412,0,0
3/1/2020,3/22/2020,San Francisco,organic,1.91,69252.56,3648.79,9315.84,0,56287.93,56284.88,3.05,0,actual,54765620,0.001264526,116.76,8086208,"(2020-03-01,3/22/2020,actual,54765620,8086208,0,46679412,0,0)",0,46679412,0,0
3/1/2020,3/29/2020,San Francisco,conventional ,1.55,1007343.22,316295.15,225451.88,3434.6,462161.59,201306.95,256030.31,4824.33,actual,36225538,0.027807543,8.26,8323661,"(2020-03-01,3/29/2020,actual,36225538,8323661,0,27901876,0,0)",0,27901876,0,0
3/1/2020,3/29/2020,San Francisco,organic,1.95,76484.23,8954.97,7307.93,29.02,60192.31,60184.25,8.06,0,actual,36225538,0.002111335,108.83,8323661,"(2020-03-01,3/29/2020,actual,36225538,8323661,0,27901876,0,0)",0,27901876,0,0
3/1/2020,3/8/2020,San Francisco,conventional ,1.27,1078340.61,328094.29,211227.94,3766.35,535252.03,143787.25,350553.73,40911.05,actual,47119478,0.022885241,7.65,8249788,"(2020-03-01,3/8/2020,actual,47119478,8249788,0,38869689,0,0)",0,38869689,0,0
3/1/2020,3/8/2020,San Francisco,organic,2.08,72217.27,5081.75,7902.65,3.03,59229.84,59157.47,72.37,0,actual,47119478,0.001532642,114.24,8249788,"(2020-03-01,3/8/2020,actual,47119478,8249788,0,38869689,0,0)",0,38869689,0,0
4/1/2020,4/12/2020,California,conventional ,1.4,6706501.88,2045827.22,919321.72,162524.8,3578828.14,2043608.31,1138683.74,396536.09,actual,24945091,0.268850568,0.46,3115152,"(2020-04-01,4/12/2020,actual,24945091,3115152,0,21687715,142223,0)",0,21687715,142223,0
4/1/2020,4/12/2020,California,organic,1.8,366172.47,54279.67,29063.76,126.11,282702.93,144479.07,138223.86,0,actual,24945091,0.014679139,8.51,3115152,"(2020-04-01,4/12/2020,actual,24945091,3115152,0,21687715,142223,0)",0,21687715,142223,0
4/1/2020,4/19/2020,California,conventional ,1.24,7608704.18,2176738.63,1109732.55,135338,4186895,2058034.48,1693640.43,435220.09,actual,65731766,0.115753838,2.07,15741055,"(2020-04-01,4/19/2020,actual,65731766,15741055,0,49706264,284446,0)",0,49706264,284446,0
4/1/2020,4/19/2020,California,organic,1.73,342183.54,44425.43,32242.95,102.46,265412.7,131355.74,134056.96,0,actual,65731766,0.005205756,46.00,15741055,"(2020-04-01,4/19/2020,actual,65731766,15741055,0,49706264,284446,0)",0,49706264,284446,0
4/1/2020,4/26/2020,California,conventional,1.35,7242801.45,2245671.63,1010973,132395.78,3853761.04,2222312.28,1320571.09,310877.67,actual,70861471,0.102210713,2.34,16932573,"(2020-04-01,4/26/2020,actual,70861471,16932573,0,53786674,142223,0)",0,53786674,142223,0
4/1/2020,4/26/2020,California,organic,1.68,337922,27385,49064,58,261414,132291,129123,0,actual,70861471,0.004768769,50.11,16932573,"(2020-04-01,4/26/2020,actual,70861471,16932573,0,53786674,142223,0)",0,53786674,142223,0
4/1/2020,4/5/2020,California,conventional ,1.3,7469315,2363222.97,1074858.51,162865.87,3868367.65,2163728.21,1461182.26,243457.18,actual,24392863,0.306209033,1.06,7933743,"(2020-04-01,4/5/2020,actual,24392863,7933743,0,16174674,284446,0)",0,16174674,284446,0
4/1/2020,4/5/2020,California,organic,1.8,393090.3,48136.88,29274.56,165.52,315513.34,189056.6,126456.74,0,actual,24392863,0.016114972,20.18,7933743,"(2020-04-01,4/5/2020,actual,24392863,7933743,0,16174674,284446,0)",0,16174674,284446,0
4/1/2020,4/12/2020,Los Angeles,conventional ,1.33,3286615.74,1030319.61,118229.01,121162.49,2016904.63,1227352.03,507046.89,282505.71,actual,24945091,0.131754009,0.95,3115152,"(2020-04-01,4/12/2020,actual,24945091,3115152,0,21687715,142223,0)",0,21687715,142223,0
4/1/2020,4/12/2020,Los Angeles,organic,1.58,195864.44,17769.35,3963.35,44.58,174087.16,69026.71,105060.45,0,actual,24945091,0.007851823,15.90,3115152,"(2020-04-01,4/12/2020,actual,24945091,3115152,0,21687715,142223,0)",0,21687715,142223,0
4/1/2020,4/19/2020,Los Angeles,conventional ,1.24,3587854.83,1026898.32,169835.92,104073.32,2287047.27,1193782.07,797847.8,295417.4,actual,65731766,0.054583272,4.39,15741055,"(2020-04-01,4/19/2020,actual,65731766,15741055,0,49706264,284446,0)",0,49706264,284446,0
4/1/2020,4/19/2020,Los Angeles,organic,1.59,189722.88,14802.54,7181.34,15.92,167723.08,66092.71,101630.37,0,actual,65731766,0.00288632,82.97,15741055,"(2020-04-01,4/19/2020,actual,65731766,15741055,0,49706264,284446,0)",0,49706264,284446,0
4/1/2020,4/26/2020,Los Angeles,conventional,1.28,3373838.53,1040823.88,121637.8,98815.27,2112561.58,1236576.88,640097.13,235887.57,actual,70861471,0.047611748,5.02,16932573,"(2020-04-01,4/26/2020,actual,70861471,16932573,0,53786674,142223,0)",0,53786674,142223,0
4/1/2020,4/26/2020,Los Angeles,organic,1.53,196946,10716,16694,46,169490,73290,96199,0,actual,70861471,0.00277931,85.98,16932573,"(2020-04-01,4/26/2020,actual,70861471,16932573,0,53786674,142223,0)",0,53786674,142223,0
4/1/2020,4/5/2020,Los Angeles,conventional ,1.29,3241375.94,1074451.93,96051.17,121843.48,1949029.36,1205754.24,591694.51,151580.61,actual,24392863,0.132882144,2.45,7933743,"(2020-04-01,4/5/2020,actual,24392863,7933743,0,16174674,284446,0)",0,16174674,284446,0
4/1/2020,4/5/2020,Los Angeles,organic,1.63,199221,15713.81,5445.59,31.84,178029.76,79515,98514.76,0,actual,24392863,0.008167184,39.82,7933743,"(2020-04-01,4/5/2020,actual,24392863,7933743,0,16174674,284446,0)",0,16174674,284446,0
4/1/2020,4/12/2020,Sacramento,conventional ,1.43,510780.7,165604.36,190698.63,2259.48,152218.23,94754.92,51616.06,5847.25,actual,24945091,0.020476201,6.10,3115152,"(2020-04-01,4/12/2020,actual,24945091,3115152,0,21687715,142223,0)",0,21687715,142223,0
4/1/2020,4/12/2020,Sacramento,organic,1.99,18560.26,7050.86,4145.7,2.75,7360.95,7357.89,3.06,0,actual,24945091,0.000744045,167.84,3115152,"(2020-04-01,4/12/2020,actual,24945091,3115152,0,21687715,142223,0)",0,21687715,142223,0
4/1/2020,4/19/2020,Sacramento,conventional ,1.36,552309,191966.57,194724.34,1560.12,164057.97,108876.84,45989.39,9191.74,actual,65731766,0.008402467,28.50,15741055,"(2020-04-01,4/19/2020,actual,65731766,15741055,0,49706264,284446,0)",0,49706264,284446,0
4/1/2020,4/19/2020,Sacramento,organic,1.89,18296.86,6012.58,4098.36,11.01,8174.91,7893.42,281.49,0,actual,65731766,0.000278356,860.31,15741055,"(2020-04-01,4/19/2020,actual,65731766,15741055,0,49706264,284446,0)",0,49706264,284446,0
4/1/2020,4/26/2020,Sacramento,conventional,1.46,560885.37,176174.35,211112.31,1657.31,171941.4,125027.51,43886.56,3027.33,actual,70861471,0.007915237,30.19,16932573,"(2020-04-01,4/26/2020,actual,70861471,16932573,0,53786674,142223,0)",0,53786674,142223,0
4/1/2020,4/26/2020,Sacramento,organic,1.9,16436,4568,4363,6,7499,6526,973,0,actual,70861471,0.000231946,1030.21,16932573,"(2020-04-01,4/26/2020,actual,70861471,16932573,0,53786674,142223,0)",0,53786674,142223,0
4/1/2020,4/5/2020,Sacramento,conventional ,1.4,583616.08,186419.62,193470.45,2260.66,201465.35,114870.57,80152.7,6442.08,actual,24392863,0.02392569,13.59,7933743,"(2020-04-01,4/5/2020,actual,24392863,7933743,0,16174674,284446,0)",0,16174674,284446,0
4/1/2020,4/5/2020,Sacramento,organic,1.85,21003.42,6479.2,3325.1,6.88,11192.24,11189.18,3.06,0,actual,24392863,0.000861048,377.74,7933743,"(2020-04-01,4/5/2020,actual,24392863,7933743,0,16174674,284446,0)",0,16174674,284446,0
4/1/2020,4/12/2020,San Diego,conventional ,1.37,619866.59,126572.6,38409.96,16456.28,438427.75,239060.63,153668.44,45698.68,actual,24945091,0.024849241,5.03,3115152,"(2020-04-01,4/12/2020,actual,24945091,3115152,0,21687715,142223,0)",0,21687715,142223,0
4/1/2020,4/12/2020,San Diego,organic,1.95,38357.66,2045.46,1510.71,6.71,34794.78,11455.19,23339.59,0,actual,24945091,0.001537684,81.21,3115152,"(2020-04-01,4/12/2020,actual,24945091,3115152,0,21687715,142223,0)",0,21687715,142223,0
4/1/2020,4/19/2020,San Diego,conventional ,1.16,732693.74,122428.67,66815.02,12003.5,531446.55,223372.24,275496.03,32578.28,actual,65731766,0.011146722,21.48,15741055,"(2020-04-01,4/19/2020,actual,65731766,15741055,0,49706264,284446,0)",0,49706264,284446,0
4/1/2020,4/19/2020,San Diego,organic,1.75,35295.72,2168.71,1880.54,5.04,31241.43,9979.53,21261.9,0,actual,65731766,0.000536966,445.98,15741055,"(2020-04-01,4/19/2020,actual,65731766,15741055,0,49706264,284446,0)",0,49706264,284446,0
4/1/2020,4/26/2020,San Diego,conventional,1.24,661927.36,128779.67,46159.03,12496.53,474492.13,245232.94,198179.39,31079.8,actual,70861471,0.009341146,25.58,16932573,"(2020-04-01,4/26/2020,actual,70861471,16932573,0,53786674,142223,0)",0,53786674,142223,0
4/1/2020,4/26/2020,San Diego,organic,1.79,35800,1468,5460,2,28869,9311,19559,0,actual,70861471,0.000505211,472.98,16932573,"(2020-04-01,4/26/2020,actual,70861471,16932573,0,53786674,142223,0)",0,53786674,142223,0
4/1/2020,4/5/2020,San Diego,conventional ,1.33,600708.78,130789.1,35198.89,17562.53,417158.26,234671.15,149418.7,33068.41,actual,24392863,0.024626416,13.21,7933743,"(2020-04-01,4/5/2020,actual,24392863,7933743,0,16174674,284446,0)",0,16174674,284446,0
4/1/2020,4/5/2020,San Diego,organic,1.92,39301.55,1952.18,2229.14,43.64,35076.59,14335.04,20741.55,0,actual,24392863,0.001611191,201.87,7933743,"(2020-04-01,4/5/2020,actual,24392863,7933743,0,16174674,284446,0)",0,16174674,284446,0
4/1/2020,4/12/2020,San Francisco,conventional ,1.65,821431.15,220945.38,224876.95,4405.67,371203.15,156013.86,193989.67,21199.62,actual,24945091,0.032929571,3.79,3115152,"(2020-04-01,4/12/2020,actual,24945091,3115152,0,21687715,142223,0)",0,21687715,142223,0
4/1/2020,4/12/2020,San Francisco,organic,2.12,54842.87,15236.95,8970.93,33.38,30601.61,30566.14,35.47,0,actual,24945091,0.002198544,56.80,3115152,"(2020-04-01,4/12/2020,actual,24945091,3115152,0,21687715,142223,0)",0,21687715,142223,0
4/1/2020,4/19/2020,San Francisco,conventional ,1.24,1010744.19,287005.82,278865.08,3499.12,441374.17,198680.9,205319.37,37373.9,actual,65731766,0.0153768,15.57,15741055,"(2020-04-01,4/19/2020,actual,65731766,15741055,0,49706264,284446,0)",0,49706264,284446,0
4/1/2020,4/19/2020,San Francisco,organic,1.96,46960.78,10931.42,8696.76,55.14,27277.46,26871.14,406.32,0,actual,65731766,0.000714431,335.20,15741055,"(2020-04-01,4/19/2020,actual,65731766,15741055,0,49706264,284446,0)",0,49706264,284446,0
4/1/2020,4/26/2020,San Francisco,conventional,1.59,989641.11,302118.64,259577.9,4257.31,423687.26,230734.59,185758.56,7194.11,actual,70861471,0.013965856,17.11,16932573,"(2020-04-01,4/26/2020,actual,70861471,16932573,0,53786674,142223,0)",0,53786674,142223,0
4/1/2020,4/26/2020,San Francisco,organic,1.91,38434,4222,9822,0,24390,23471,919,0,actual,70861471,0.000542382,440.56,16932573,"(2020-04-01,4/26/2020,actual,70861471,16932573,0,53786674,142223,0)",0,53786674,142223,0
4/1/2020,4/5/2020,San Francisco,conventional ,1.34,1255110.3,310542.52,354530.9,3972.27,586064.61,234835.12,327935.4,23294.09,actual,24392863,0.051453997,6.32,7933743,"(2020-04-01,4/5/2020,actual,24392863,7933743,0,16174674,284446,0)",0,16174674,284446,0
4/1/2020,4/5/2020,San Francisco,organic,2.05,67268.3,13329.09,9048.69,47.89,44842.63,44823.29,19.34,0,actual,24392863,0.002757704,117.94,7933743,"(2020-04-01,4/5/2020,actual,24392863,7933743,0,16174674,284446,0)",0,16174674,284446,0
5/1/2020,5/10/2020,California,conventional,1.27,8199325.26,2547072.77,1028993.75,212883.87,4410374.87,2511060.9,1623038.38,276275.59,actual,68814562,0.11915102,2.12,17353081,"(2020-05-01,5/10/2020,actual,68814562,17353081,0,50608141,853338,0)",0,50608141,853338,0
5/1/2020,5/10/2020,California,organic,1.68,407827,34010,25468,49,348300,189001,159299,0,actual,68814562,0.005926464,42.55,17353081,"(2020-05-01,5/10/2020,actual,68814562,17353081,0,50608141,853338,0)",0,50608141,853338,0
5/1/2020,5/17/2020,California,conventional,1.31,7674526.73,2392574.12,967918.2,213959.22,4100075.19,2280878.01,1489406.8,329790.38,actual,54720342,0.140249977,1.92,14715907,"(2020-05-01,5/17/2020,actual,54720342,14715907,0,38724426,1280008,0)",0,38724426,1280008,0
5/1/2020,5/17/2020,California,organic,1.75,420591,31149,30605,69,358767,192439,166327,0,actual,54720342,0.007686191,34.99,14715907,"(2020-05-01,5/17/2020,actual,54720342,14715907,0,38724426,1280008,0)",0,38724426,1280008,0
5/1/2020,5/24/2020,California,conventional,1.28,8094351,2374904,1135931,178973,4404542,2233463,1571349,599731,actual,51932040,0.155864299,2.05,16615963,"(2020-05-01,5/24/2020,actual,51932040,16615963,0,33372360,1943716,0)",0,33372360,1943716,0
5/1/2020,5/24/2020,California,organic,1.84,450992,35537,23071,63,392321,231234,161087,0,actual,51932040,0.008684273,36.84,16615963,"(2020-05-01,5/24/2020,actual,51932040,16615963,0,33372360,1943716,0)",0,33372360,1943716,0
5/1/2020,5/3/2020,California,conventional,1.05,9970110.89,2940920.53,1543540.31,161994.15,5323655.9,3027575.14,2001045.23,295035.53,actual,57343819,0.173865485,1.75,17453801,"(2020-05-01,5/3/2020,actual,57343819,17453801,0,39463348,426669,0)",0,39463348,426669,0
5/1/2020,5/3/2020,California,organic,1.9,317945,32996,43945,90,240914,153276,87638,0,actual,57343819,0.005544538,54.90,17453801,"(2020-05-01,5/3/2020,actual,57343819,17453801,0,39463348,426669,0)",0,39463348,426669,0
5/1/2020,5/31/2020,California,conventional,1.19,8794352,2208421,1308142,336132,4941657,2232274,2021825,687558,actual,51667453,0.170210674,1.35,11861004,"(2020-05-01,5/31/2020,actual,51667453,11861004,0,35634569,4171879,0)",0,35634569,4171879,0
5/1/2020,5/31/2020,California,organic,1.8,381607,43883,24946,82,312695,191433,121263,0,actual,51667453,0.00738583,31.08,11861004,"(2020-05-01,5/31/2020,actual,51667453,11861004,0,35634569,4171879,0)",0,35634569,4171879,0
5/1/2020,5/10/2020,Los Angeles,conventional,1.17,3969631.89,1303194.93,93296.11,160579.26,2412561.59,1425825.86,827419.79,159315.94,actual,68814562,0.057685928,4.37,17353081,"(2020-05-01,5/10/2020,actual,68814562,17353081,0,50608141,853338,0)",0,50608141,853338,0
5/1/2020,5/10/2020,Los Angeles,organic,1.47,229894,12112,3655,11,214115,94812,119302,0,actual,68814562,0.003340775,75.48,17353081,"(2020-05-01,5/10/2020,actual,68814562,17353081,0,50608141,853338,0)",0,50608141,853338,0
5/1/2020,5/17/2020,Los Angeles,conventional,1.22,3568521.93,1123786.33,80386.26,164325.44,2200023.9,1306381.29,731759.12,161883.49,actual,54720342,0.065213809,4.12,14715907,"(2020-05-01,5/17/2020,actual,54720342,14715907,0,38724426,1280008,0)",0,38724426,1280008,0
5/1/2020,5/17/2020,Los Angeles,organic,1.59,216945,10646,8273,11,198016,76148,121867,0,actual,54720342,0.003964613,67.83,14715907,"(2020-05-01,5/17/2020,actual,54720342,14715907,0,38724426,1280008,0)",0,38724426,1280008,0
5/1/2020,5/24/2020,Los Angeles,conventional,1.2,3810100,1247655,84554,135385,2342507,1272358,742591,327557,actual,51932040,0.073367039,4.36,16615963,"(2020-05-01,5/24/2020,actual,51932040,16615963,0,33372360,1943716,0)",0,33372360,1943716,0
5/1/2020,5/24/2020,Los Angeles,organic,1.69,229258,11139,3086,45,214989,93798,121192,0,actual,51932040,0.004414577,72.48,16615963,"(2020-05-01,5/24/2020,actual,51932040,16615963,0,33372360,1943716,0)",0,33372360,1943716,0
5/1/2020,5/3/2020,Los Angeles,conventional,1.11,4338079.29,1345256.76,110892.13,123287.58,2758642.82,1717599.38,913000.29,128043.15,actual,57343819,0.075650338,4.02,17453801,"(2020-05-01,5/3/2020,actual,57343819,17453801,0,39463348,426669,0)",0,39463348,426669,0
5/1/2020,5/3/2020,Los Angeles,organic,1.73,165443,10894,16098,68,138383,82228,56155,0,actual,57343819,0.002885106,105.50,17453801,"(2020-05-01,5/3/2020,actual,57343819,17453801,0,39463348,426669,0)",0,39463348,426669,0
5/1/2020,5/31/2020,Los Angeles,conventional,1.09,4146415,1164372,112387,254002,2615654,1322371,873295,419989,actual,51667453,0.080251972,2.86,11861004,"(2020-05-01,5/31/2020,actual,51667453,11861004,0,35634569,4171879,0)",0,35634569,4171879,0
5/1/2020,5/31/2020,Los Angeles,organic,1.64,189144,9876,2540,11,176717,86603,90113,0,actual,51667453,0.003660796,62.71,11861004,"(2020-05-01,5/31/2020,actual,51667453,11861004,0,35634569,4171879,0)",0,35634569,4171879,0
5/1/2020,5/10/2020,Sacramento,conventional,1.37,627378.75,199202.25,226344.51,3771.95,198060.04,129880.28,54910.09,13269.67,actual,68814562,0.009116948,27.66,17353081,"(2020-05-01,5/10/2020,actual,68814562,17353081,0,50608141,853338,0)",0,50608141,853338,0
5/1/2020,5/10/2020,Sacramento,organic,1.97,16145,3757,3722,1,8665,8548,117,0,actual,68814562,0.000234616,1074.83,17353081,"(2020-05-01,5/10/2020,actual,68814562,17353081,0,50608141,853338,0)",0,50608141,853338,0
5/1/2020,5/17/2020,Sacramento,conventional,1.36,613505.3,204531.23,224120.95,2849.18,182003.94,113075.26,55310.75,13617.93,actual,54720342,0.01121165,23.99,14715907,"(2020-05-01,5/17/2020,actual,54720342,14715907,0,38724426,1280008,0)",0,38724426,1280008,0
5/1/2020,5/17/2020,Sacramento,organic,1.87,18161,3511,3421,7,11223,11198,25,0,actual,54720342,0.000331888,810.30,14715907,"(2020-05-01,5/17/2020,actual,54720342,14715907,0,38724426,1280008,0)",0,38724426,1280008,0
5/1/2020,5/24/2020,Sacramento,conventional,1.4,600699,189539,220375,2626,188159,105954,60861,21344,actual,51932040,0.011567021,27.66,16615963,"(2020-05-01,5/24/2020,actual,51932040,16615963,0,33372360,1943716,0)",0,33372360,1943716,0
5/1/2020,5/24/2020,Sacramento,organic,1.91,20458,4061,3482,0,12915,12913,2,0,actual,51932040,0.000393938,812.20,16615963,"(2020-05-01,5/24/2020,actual,51932040,16615963,0,33372360,1943716,0)",0,33372360,1943716,0
5/1/2020,5/3/2020,Sacramento,conventional,0.97,847042.4,234300.23,381390.13,2711.49,228640.55,124818.88,84079.46,19742.21,actual,57343819,0.014771294,20.61,17453801,"(2020-05-01,5/3/2020,actual,57343819,17453801,0,39463348,426669,0)",0,39463348,426669,0
5/1/2020,5/3/2020,Sacramento,organic,1.96,14789,3311,3821,14,7643,7049,594,0,actual,57343819,0.000257901,1180.19,17453801,"(2020-05-01,5/3/2020,actual,57343819,17453801,0,39463348,426669,0)",0,39463348,426669,0
5/1/2020,5/31/2020,Sacramento,conventional,1.45,601456,179944,221457,5221,194833,102082,68243,24508,actual,51667453,0.011640907,19.72,11861004,"(2020-05-01,5/31/2020,actual,51667453,11861004,0,35634569,4171879,0)",0,35634569,4171879,0
5/1/2020,5/31/2020,Sacramento,organic,1.89,20693,6428,4005,8,10252,10252,0,0,actual,51667453,0.000400504,573.19,11861004,"(2020-05-01,5/31/2020,actual,51667453,11861004,0,35634569,4171879,0)",0,35634569,4171879,0
5/1/2020,5/10/2020,San Diego,conventional,1.16,755445.2,164801.2,34090.24,19372.32,537181.44,284375.38,245880.45,6925.61,actual,68814562,0.010977985,22.97,17353081,"(2020-05-01,5/10/2020,actual,68814562,17353081,0,50608141,853338,0)",0,50608141,853338,0
