year_month,geography,timeframe,date,type,avg_price,prices_total_volume,units_4046,units_4225,units_4770,total_bags,s_bags,l_bags,xl_bags
2020-05-01,Houston,weekly,2020-05-10,organic,1.26,38397.0,6957.0,18.0,0.0,31422.0,14255.0,17167.0,0.0
2020-05-01,Houston,weekly,2020-05-03,organic,1.21,33869.0,7031.0,0.0,0.0,26838.0,10049.0,16789.0,0.0
2020-04-01,Houston,weekly,2020-04-26,organic,1.24,41200.0,7465.0,58.0,0.0,33677.0,14264.0,19413.0,0.0
2020-05-01,Indianapolis,weekly,2020-05-17,organic,1.5,11083.0,314.0,801.0,0.0,9967.0,2723.0,7244.0,0.0
2020-05-01,Indianapolis,weekly,2020-05-10,organic,1.41,14732.0,344.0,1395.0,0.0,12993.0,3765.0,9227.0,0.0
2020-05-01,Indianapolis,weekly,2020-05-03,organic,1.35,14480.0,430.0,1531.0,0.0,12518.0,3818.0,8700.0,0.0
2020-04-01,Indianapolis,weekly,2020-04-26,organic,1.52,12251.0,340.0,970.0,0.0,10941.0,3103.0,7838.0,0.0
2020-05-01,Jacksonville,weekly,2020-05-17,organic,1.29,4837.0,125.0,275.0,0.0,4437.0,4369.0,68.0,0.0
2020-05-01,Jacksonville,weekly,2020-05-10,organic,1.28,4842.0,104.0,244.0,0.0,4494.0,4406.0,88.0,0.0
2020-05-01,Jacksonville,weekly,2020-05-03,organic,1.3,4763.0,186.0,270.0,0.0,4308.0,4261.0,46.0,0.0
2020-04-01,Jacksonville,weekly,2020-04-26,organic,1.42,5241.0,111.0,357.0,0.0,4772.0,4709.0,63.0,0.0
2020-05-01,LasVegas,weekly,2020-05-17,organic,1.47,20032.0,772.0,550.0,0.0,18710.0,9018.0,9691.0,0.0
2020-05-01,LasVegas,weekly,2020-05-10,organic,1.49,19621.0,734.0,571.0,0.0,18316.0,8852.0,9464.0,0.0
2020-05-01,LasVegas,weekly,2020-05-03,organic,1.5,16043.0,650.0,651.0,0.0,14742.0,6976.0,7766.0,0.0
2020-04-01,LasVegas,weekly,2020-04-26,organic,1.49,12006.0,459.0,568.0,0.0,10978.0,6349.0,4628.0,0.0
2020-05-01,LosAngeles,weekly,2020-05-17,organic,1.59,216945.0,10646.0,8273.0,11.0,198016.0,76148.0,121867.0,0.0
2020-05-01,LosAngeles,weekly,2020-05-10,organic,1.47,229894.0,12112.0,3655.0,11.0,214115.0,94812.0,119302.0,0.0
2020-05-01,LosAngeles,weekly,2020-05-03,organic,1.73,165443.0,10894.0,16098.0,68.0,138383.0,82228.0,56155.0,0.0
2020-04-01,LosAngeles,weekly,2020-04-26,organic,1.53,196946.0,10716.0,16694.0,46.0,169490.0,73290.0,96199.0,0.0
2020-05-01,Louisville,weekly,2020-05-17,organic,1.24,11446.0,4.0,806.0,0.0,10636.0,4283.0,6353.0,0.0
2020-05-01,Louisville,weekly,2020-05-10,organic,1.25,12800.0,1.0,1246.0,0.0,11553.0,4053.0,7499.0,0.0
2020-05-01,Louisville,weekly,2020-05-03,organic,1.29,13278.0,7.0,1657.0,0.0,11613.0,4219.0,7394.0,0.0
2020-04-01,Louisville,weekly,2020-04-26,organic,1.35,15014.0,5.0,1231.0,0.0,13779.0,4598.0,9181.0,0.0
2020-05-01,Miami/FtLauderdale,weekly,2020-05-17,organic,1.24,18090.0,396.0,8.0,0.0,17686.0,17684.0,1.0,0.0
2020-05-01,Miami/FtLauderdale,weekly,2020-05-10,organic,1.23,18286.0,379.0,0.0,0.0,17907.0,17907.0,0.0,0.0
2020-05-01,Miami/FtLauderdale,weekly,2020-05-03,organic,1.3,14662.0,701.0,0.0,0.0,13961.0,13961.0,0.0,0.0
2020-04-01,Miami/FtLauderdale,weekly,2020-04-26,organic,1.3,15016.0,710.0,1.0,0.0,14304.0,14304.0,0.0,0.0
2020-05-01,Midsouth,weekly,2020-05-17,organic,1.45,317813.0,3306.0,31349.0,273.0,282884.0,189524.0,93360.0,0.0
2020-05-01,Midsouth,weekly,2020-05-10,organic,1.45,339792.0,3226.0,34018.0,304.0,302245.0,183047.0,119198.0,0.0
2020-05-01,Midsouth,weekly,2020-05-03,organic,1.34,360779.0,4273.0,37478.0,421.0,318606.0,190820.0,127786.0,0.0
2020-04-01,Midsouth,weekly,2020-04-26,organic,1.46,345078.0,1913.0,32589.0,269.0,310307.0,181906.0,128401.0,0.0
2020-05-01,Nashville,weekly,2020-05-17,organic,1.54,17421.0,112.0,1167.0,0.0,16142.0,3245.0,12898.0,0.0
2020-05-01,Nashville,weekly,2020-05-10,organic,1.55,22875.0,85.0,2368.0,0.0,20423.0,1776.0,18647.0,0.0
2020-05-01,Nashville,weekly,2020-05-03,organic,1.5,22999.0,73.0,2970.0,0.0,19956.0,3220.0,16736.0,0.0
2020-04-01,Nashville,weekly,2020-04-26,organic,1.58,21597.0,40.0,1629.0,0.0,19927.0,2778.0,17149.0,0.0
2020-05-01,NewOrleans/Mobile,weekly,2020-05-17,organic,1.37,3744.0,484.0,0.0,0.0,3260.0,3213.0,47.0,0.0
2020-05-01,NewOrleans/Mobile,weekly,2020-05-10,organic,1.32,2844.0,656.0,0.0,0.0,2188.0,2171.0,17.0,0.0
2020-05-01,NewOrleans/Mobile,weekly,2020-05-03,organic,1.35,4638.0,681.0,0.0,0.0,3957.0,3933.0,24.0,0.0
2020-04-01,NewOrleans/Mobile,weekly,2020-04-26,organic,1.37,4678.0,574.0,0.0,0.0,4104.0,3963.0,141.0,0.0
2020-05-01,NewYork,weekly,2020-05-17,organic,1.79,155461.0,27955.0,29457.0,168.0,97881.0,92520.0,5360.0,0.0
2020-05-01,NewYork,weekly,2020-05-10,organic,1.98,120055.0,25518.0,28169.0,267.0,66101.0,61342.0,4759.0,0.0
2020-05-01,NewYork,weekly,2020-05-03,organic,2.0,86400.0,13127.0,14554.0,862.0,57857.0,56028.0,1829.0,0.0
2020-04-01,NewYork,weekly,2020-04-26,organic,1.85,102376.0,12526.0,12540.0,734.0,76575.0,71672.0,4899.0,4.0
2020-05-01,Northeast,weekly,2020-05-17,organic,1.71,384318.0,47029.0,57842.0,210.0,279237.0,252700.0,26537.0,0.0
2020-05-01,Northeast,weekly,2020-05-10,organic,1.81,341957.0,46765.0,58270.0,268.0,236654.0,210722.0,25932.0,0.0
2020-05-01,Northeast,weekly,2020-05-03,organic,1.77,290609.0,26247.0,34728.0,777.0,228857.0,205582.0,23275.0,0.0
2020-04-01,Northeast,weekly,2020-04-26,organic,1.7,321121.0,24558.0,32946.0,668.0,262949.0,230901.0,32045.0,3.0
2020-05-01,NorthernNewEngland,weekly,2020-05-17,organic,1.75,33038.0,58.0,830.0,0.0,32149.0,19090.0,13059.0,0.0
2020-05-01,NorthernNewEngland,weekly,2020-05-10,organic,1.77,33376.0,107.0,945.0,0.0,32324.0,18986.0,13338.0,0.0
2020-05-01,NorthernNewEngland,weekly,2020-05-03,organic,1.77,34957.0,66.0,922.0,0.0,33969.0,19021.0,14949.0,0.0
2020-04-01,NorthernNewEngland,weekly,2020-04-26,organic,1.7,30835.0,103.0,988.0,0.0,29743.0,15661.0,14083.0,0.0
2020-05-01,Orlando,weekly,2020-05-17,organic,1.19,14563.0,218.0,0.0,0.0,14345.0,14345.0,0.0,0.0
2020-05-01,Orlando,weekly,2020-05-10,organic,1.21,13344.0,361.0,2.0,0.0,12981.0,12981.0,0.0,0.0
2020-05-01,Orlando,weekly,2020-05-03,organic,1.2,11761.0,260.0,0.0,0.0,11500.0,11500.0,0.0,0.0
2020-04-01,Orlando,weekly,2020-04-26,organic,1.22,12710.0,467.0,3.0,0.0,12240.0,12240.0,0.0,0.0
2020-05-01,Philadelphia,weekly,2020-05-17,organic,1.74,36968.0,5045.0,5132.0,25.0,26766.0,22885.0,3881.0,0.0
2020-05-01,Philadelphia,weekly,2020-05-10,organic,1.79,37497.0,4226.0,7243.0,7.0,26020.0,22635.0,3386.0,0.0
2020-05-01,Philadelphia,weekly,2020-05-03,organic,1.71,36288.0,2638.0,4776.0,2.0,28871.0,26579.0,2292.0,0.0
2020-04-01,Philadelphia,weekly,2020-04-26,organic,1.65,42900.0,2552.0,4456.0,5.0,35887.0,31272.0,4615.0,0.0
2020-05-01,Phoenix/Tucson,weekly,2020-05-17,organic,1.42,30550.0,2152.0,1231.0,0.0,27168.0,12364.0,14804.0,0.0
2020-05-01,Phoenix/Tucson,weekly,2020-05-10,organic,1.42,31947.0,2129.0,1474.0,0.0,28344.0,13724.0,14620.0,0.0
2020-05-01,Phoenix/Tucson,weekly,2020-05-03,organic,1.5,26213.0,2264.0,2285.0,1.0,21663.0,9923.0,11740.0,0.0
2020-04-01,Phoenix/Tucson,weekly,2020-04-26,organic,1.54,21310.0,1966.0,1252.0,2.0,18089.0,8394.0,9695.0,0.0
2020-05-01,Pittsburgh,weekly,2020-05-17,organic,1.1,18529.0,2977.0,10.0,0.0,15542.0,15542.0,0.0,0.0
2020-05-01,Pittsburgh,weekly,2020-05-10,organic,1.07,16057.0,3259.0,3.0,0.0,12795.0,12750.0,45.0,0.0
2020-05-01,Pittsburgh,weekly,2020-05-03,organic,1.11,17196.0,3940.0,30.0,0.0,13226.0,13192.0,34.0,0.0
2020-04-01,Pittsburgh,weekly,2020-04-26,organic,1.09,17757.0,3455.0,13.0,0.0,14288.0,14283.0,6.0,0.0
2020-05-01,Plains,weekly,2020-05-17,organic,1.53,70586.0,12051.0,3114.0,19.0,55403.0,45975.0,9427.0,0.0
2020-05-01,Plains,weekly,2020-05-10,organic,1.54,74189.0,11896.0,4003.0,34.0,58257.0,47000.0,11258.0,0.0
2020-05-01,Plains,weekly,2020-05-03,organic,1.61,59650.0,13220.0,3174.0,40.0,43217.0,33122.0,10094.0,0.0
2020-04-01,Plains,weekly,2020-04-26,organic,1.71,62868.0,15331.0,4451.0,25.0,43061.0,31198.0,11863.0,0.0
2020-05-01,Portland,weekly,2020-05-17,organic,1.89,57251.0,507.0,12578.0,0.0,44166.0,12244.0,31922.0,0.0
2020-05-01,Portland,weekly,2020-05-10,organic,1.68,69197.0,326.0,10906.0,22.0,57943.0,11082.0,46838.0,23.0
2020-05-01,Portland,weekly,2020-05-03,organic,1.69,65595.0,355.0,8550.0,0.0,56690.0,22554.0,34117.0,19.0
2020-04-01,Portland,weekly,2020-04-26,organic,1.85,56926.0,233.0,7768.0,0.0,48925.0,11659.0,37266.0,0.0
2020-05-01,Raleigh/Greensboro,weekly,2020-05-17,organic,1.46,30748.0,1032.0,3786.0,98.0,25833.0,22848.0,2985.0,0.0
2020-05-01,Raleigh/Greensboro,weekly,2020-05-10,organic,1.48,28391.0,928.0,3564.0,129.0,23770.0,19265.0,4505.0,0.0
2020-05-01,Raleigh/Greensboro,weekly,2020-05-03,organic,1.25,34929.0,1473.0,3962.0,151.0,29343.0,22554.0,6789.0,0.0
2020-04-01,Raleigh/Greensboro,weekly,2020-04-26,organic,1.55,24193.0,525.0,4282.0,92.0,19294.0,14344.0,4950.0,0.0
2020-05-01,Richmond/Norfolk,weekly,2020-05-17,organic,1.41,20498.0,24.0,2076.0,10.0,18388.0,11247.0,7141.0,0.0
2020-05-01,Richmond/Norfolk,weekly,2020-05-10,organic,1.43,23823.0,70.0,2425.0,3.0,21325.0,10671.0,10654.0,0.0
2020-05-01,Richmond/Norfolk,weekly,2020-05-03,organic,1.29,24957.0,24.0,2684.0,19.0,22230.0,6726.0,15504.0,0.0
2020-04-01,Richmond/Norfolk,weekly,2020-04-26,organic,1.42,27336.0,52.0,2261.0,13.0,25011.0,9092.0,15918.0,0.0
2020-05-01,Roanoke,weekly,2020-05-17,organic,1.27,20826.0,23.0,2005.0,0.0,18798.0,7773.0,11025.0,0.0
2020-05-01,Roanoke,weekly,2020-05-10,organic,1.32,21334.0,24.0,2200.0,0.0,19110.0,7590.0,11519.0,0.0
2020-05-01,Roanoke,weekly,2020-05-03,organic,1.27,20268.0,43.0,2369.0,0.0,17855.0,6958.0,10897.0,0.0
2020-04-01,Roanoke,weekly,2020-04-26,organic,1.35,19467.0,48.0,1593.0,0.0,17826.0,7230.0,10595.0,0.0
2020-05-01,Sacramento,weekly,2020-05-17,organic,1.87,18161.0,3511.0,3421.0,7.0,11223.0,11198.0,25.0,0.0
2020-05-01,Sacramento,weekly,2020-05-10,organic,1.97,16145.0,3757.0,3722.0,1.0,8665.0,8548.0,117.0,0.0
2020-05-01,Sacramento,weekly,2020-05-03,organic,1.96,14789.0,3311.0,3821.0,14.0,7643.0,7049.0,594.0,0.0
2020-04-01,Sacramento,weekly,2020-04-26,organic,1.9,16436.0,4568.0,4363.0,6.0,7499.0,6526.0,973.0,0.0
2020-05-01,SanDiego,weekly,2020-05-17,organic,1.81,43803.0,1081.0,3166.0,2.0,39554.0,10400.0,29155.0,0.0
2020-05-01,SanDiego,weekly,2020-05-10,organic,1.67,43958.0,1425.0,1892.0,0.0,40641.0,15060.0,25581.0,0.0
2020-05-01,SanDiego,weekly,2020-05-03,organic,1.93,36465.0,1322.0,6387.0,0.0,28755.0,12242.0,16513.0,0.0
2020-04-01,SanDiego,weekly,2020-04-26,organic,1.79,35800.0,1468.0,5460.0,2.0,28869.0,9311.0,19559.0,0.0
2020-05-01,SanFrancisco,weekly,2020-05-17,organic,1.95,73885.0,8549.0,6290.0,17.0,59029.0,58763.0,266.0,0.0
2020-05-01,SanFrancisco,weekly,2020-05-10,organic,2.15,58080.0,9335.0,6717.0,16.0,42012.0,41315.0,697.0,0.0
2020-05-01,SanFrancisco,weekly,2020-05-03,organic,2.26,49612.0,10945.0,6584.0,1.0,32082.0,29931.0,2151.0,0.0
2020-04-01,SanFrancisco,weekly,2020-04-26,organic,1.91,38434.0,4222.0,9822.0,0.0,24390.0,23471.0,919.0,0.0
2020-05-01,Seattle,weekly,2020-05-17,organic,2.07,72953.0,829.0,12352.0,8.0,59764.0,9096.0,50669.0,0.0
2020-05-01,Seattle,weekly,2020-05-10,organic,1.73,127307.0,795.0,25993.0,73.0,100446.0,10550.0,89894.0,3.0
2020-05-01,Seattle,weekly,2020-05-03,organic,1.72,122423.0,932.0,20420.0,4.0,101066.0,45756.0,55243.0,68.0
2020-04-01,Seattle,weekly,2020-04-26,organic,2.09,63464.0,729.0,14706.0,5.0,48023.0,6937.0,41086.0,0.0
2020-05-01,SouthCarolina,weekly,2020-05-17,organic,1.49,31574.0,793.0,3257.0,69.0,27454.0,10073.0,17381.0,0.0
2020-05-01,SouthCarolina,weekly,2020-05-10,organic,1.5,31430.0,749.0,3210.0,54.0,27416.0,4717.0,22699.0,0.0
2020-05-01,SouthCarolina,weekly,2020-05-03,organic,1.38,32310.0,953.0,3803.0,73.0,27481.0,8296.0,19185.0,0.0
2020-04-01,SouthCarolina,weekly,2020-04-26,organic,1.52,28346.0,270.0,3122.0,15.0,24939.0,9097.0,15842.0,0.0
2020-05-01,SouthCentral,weekly,2020-05-17,organic,1.33,225767.0,21848.0,2634.0,3764.0,197521.0,110974.0,86548.0,0.0
2020-05-01,SouthCentral,weekly,2020-05-10,organic,1.3,228791.0,28437.0,2783.0,2670.0,194902.0,104649.0,90253.0,0.0
2020-05-01,SouthCentral,weekly,2020-05-03,organic,1.28,207378.0,27139.0,3228.0,3048.0,173964.0,80285.0,93678.0,0.0
2020-04-01,SouthCentral,weekly,2020-04-26,organic,1.32,231138.0,26973.0,2760.0,4463.0,196942.0,110378.0,86564.0,0.0
2020-05-01,Southeast,weekly,2020-05-17,organic,1.36,181469.0,2845.0,8906.0,60.0,169657.0,111142.0,58514.0,0.0
2020-05-01,Southeast,weekly,2020-05-10,organic,1.38,188370.0,2798.0,10845.0,47.0,174681.0,95611.0,79070.0,0.0
2020-05-01,Southeast,weekly,2020-05-03,organic,1.36,176887.0,3686.0,13022.0,63.0,160116.0,95503.0,64613.0,0.0
2020-04-01,Southeast,weekly,2020-04-26,organic,1.46,184647.0,3084.0,10270.0,15.0,171279.0,98333.0,72945.0,0.0
2020-05-01,Spokane,weekly,2020-05-17,organic,1.85,8283.0,53.0,1212.0,0.0,7019.0,3269.0,3749.0,0.0
2020-05-01,Spokane,weekly,2020-05-10,organic,1.85,10083.0,94.0,1487.0,0.0,8503.0,2827.0,5676.0,0.0
2020-05-01,Spokane,weekly,2020-05-03,organic,1.8,8929.0,13.0,870.0,0.0,8046.0,3467.0,4579.0,0.0
2020-04-01,Spokane,weekly,2020-04-26,organic,1.88,7690.0,17.0,759.0,0.0,6914.0,1595.0,5318.0,0.0
2020-05-01,StLouis,weekly,2020-05-17,organic,2.02,8478.0,1536.0,1468.0,0.0,5473.0,3373.0,2100.0,0.0
2020-05-01,StLouis,weekly,2020-05-10,organic,2.06,9686.0,1763.0,1735.0,7.0,6181.0,3579.0,2602.0,0.0
2020-05-01,StLouis,weekly,2020-05-03,organic,2.02,9268.0,1915.0,1572.0,10.0,5771.0,3566.0,2205.0,0.0
2020-04-01,StLouis,weekly,2020-04-26,organic,2.21,10067.0,1586.0,2320.0,6.0,6156.0,2961.0,3195.0,0.0
2020-05-01,Syracuse,weekly,2020-05-17,organic,1.63,1798.0,249.0,143.0,0.0,1407.0,1111.0,295.0,0.0
2020-05-01,Syracuse,weekly,2020-05-10,organic,1.51,2043.0,306.0,198.0,6.0,1533.0,1164.0,369.0,0.0
2020-05-01,Syracuse,weekly,2020-05-03,organic,1.62,2062.0,181.0,133.0,0.0,1747.0,1231.0,517.0,0.0
2020-04-01,Syracuse,weekly,2020-04-26,organic,1.68,2862.0,400.0,173.0,6.0,2283.0,1758.0,525.0,0.0
2020-05-01,Tampa,weekly,2020-05-17,organic,1.19,14134.0,200.0,0.0,0.0,13933.0,13933.0,0.0,0.0
2020-05-01,Tampa,weekly,2020-05-10,organic,1.2,13095.0,262.0,0.0,0.0,12832.0,12832.0,0.0,0.0
2020-05-01,Tampa,weekly,2020-05-03,organic,1.22,12175.0,446.0,0.0,0.0,11728.0,11728.0,0.0,0.0
2020-04-01,Tampa,weekly,2020-04-26,organic,1.2,12214.0,430.0,0.0,0.0,11784.0,11784.0,0.0,0.0
2020-05-01,TotalUS,weekly,2020-05-17,organic,1.58,2271254.0,150100.0,198457.0,5429.0,1917250.0,1121691.0,795559.0,0.0
2020-05-01,TotalUS,weekly,2020-05-10,organic,1.56,2388687.0,167266.0,223077.0,4442.0,1993895.0,1087768.0,906107.0,20.0
2020-05-01,TotalUS,weekly,2020-05-03,organic,1.56,2157708.0,141181.0,217577.0,5659.0,1793276.0,1064429.0,728577.0,270.0
2020-04-01,TotalUS,weekly,2020-04-26,organic,1.58,2135665.0,135549.0,200030.0,6809.0,1793277.0,1019488.0,773782.0,6.0
2020-05-01,West,weekly,2020-05-17,organic,1.71,384158.0,23455.0,39738.0,1034.0,319932.0,130051.0,189881.0,0.0
2020-05-01,West,weekly,2020-05-10,organic,1.62,471868.0,31827.0,52797.0,1068.0,386176.0,138232.0,247924.0,20.0
2020-05-01,West,weekly,2020-05-03,organic,1.61,425524.0,22573.0,44469.0,1217.0,357264.0,169597.0,187398.0,270.0
2020-04-01,West,weekly,2020-04-26,organic,1.72,336534.0,26955.0,37369.0,1312.0,270898.0,117606.0,153289.0,3.0
2020-05-01,WestTex/NewMexico,weekly,2020-05-17,organic,1.58,36881.0,1147.0,1243.0,2645.0,31846.0,25621.0,6225.0,0.0
2020-05-01,WestTex/NewMexico,weekly,2020-05-10,organic,1.59,35772.0,994.0,983.0,2103.0,31691.0,25484.0,6208.0,0.0
2020-05-01,WestTex/NewMexico,weekly,2020-05-03,organic,1.68,25155.0,1185.0,948.0,2537.0,20485.0,15679.0,4806.0,0.0
2020-04-01,WestTex/NewMexico,weekly,2020-04-26,organic,1.73,26519.0,1096.0,1042.0,3263.0,21118.0,18122.0,2996.0,0.0
2020-06-01,Albany,weekly,2020-06-14,conventional,0.97,225804.0,11376.0,179430.0,499.0,34498.0,18750.0,13875.0,1873.0
2020-06-01,Albany,weekly,2020-06-07,conventional,1.22,165016.0,10362.0,118228.0,185.0,36241.0,18289.0,15647.0,2306.0
2020-05-01,Albany,weekly,2020-05-31,conventional,1.47,209089.0,12068.0,162696.0,312.0,34012.0,16886.0,15177.0,1950.0
2020-05-01,Albany,weekly,2020-05-24,conventional,1.4,178294.0,10704.0,127652.0,287.0,39651.0,19750.0,17923.0,1978.0
2020-06-01,Atlanta,weekly,2020-06-14,conventional,0.91,975319.0,410520.0,23947.0,70.0,540783.0,485742.0,54732.0,309.0
2020-06-01,Atlanta,weekly,2020-06-07,conventional,1.01,930674.0,407414.0,27622.0,60.0,495579.0,440403.0,55005.0,171.0
2020-05-01,Atlanta,weekly,2020-05-31,conventional,1.04,938204.0,429734.0,28379.0,99.0,479992.0,427790.0,51807.0,394.0
2020-05-01,Atlanta,weekly,2020-05-24,conventional,0.96,1057753.0,497966.0,29154.0,107.0,530525.0,481032.0,49290.0,203.0
2020-06-01,Baltimore/Washington,weekly,2020-06-14,conventional,1.31,1265031.0,142114.0,490604.0,5938.0,626376.0,395981.0,225983.0,4412.0
2020-06-01,Baltimore/Washington,weekly,2020-06-07,conventional,1.31,1274389.0,149205.0,506814.0,5568.0,612802.0,384215.0,224937.0,3650.0
2020-05-01,Baltimore/Washington,weekly,2020-05-31,conventional,1.31,1293431.0,163797.0,525924.0,4198.0,599513.0,358814.0,233825.0,6873.0
2020-05-01,Baltimore/Washington,weekly,2020-05-24,conventional,1.28,1338522.0,170651.0,502655.0,4191.0,661026.0,395043.0,259084.0,6899.0
2020-06-01,Boise,weekly,2020-06-14,conventional,1.17,147422.0,30639.0,9937.0,1862.0,104984.0,41990.0,42821.0,20173.0
2020-06-01,Boise,weekly,2020-06-07,conventional,1.24,143387.0,36870.0,8249.0,1755.0,96513.0,41185.0,39323.0,16005.0
2020-05-01,Boise,weekly,2020-05-31,conventional,1.26,145267.0,36193.0,8901.0,1627.0,98546.0,39891.0,46560.0,12095.0
2020-05-01,Boise,weekly,2020-05-24,conventional,1.28,148185.0,36879.0,8117.0,1629.0,101560.0,45367.0,44365.0,11829.0
2020-06-01,Boston,weekly,2020-06-14,conventional,1.1,1306611.0,21880.0,714382.0,465.0,569884.0,217846.0,349930.0,2108.0
2020-06-01,Boston,weekly,2020-06-07,conventional,1.43,965477.0,24579.0,575049.0,470.0,365379.0,266435.0,96554.0,2390.0
2020-05-01,Boston,weekly,2020-05-31,conventional,1.49,990999.0,24829.0,598268.0,586.0,367316.0,245559.0,117143.0,4613.0
2020-05-01,Boston,weekly,2020-05-24,conventional,1.48,985927.0,27087.0,581966.0,622.0,376251.0,262484.0,109905.0,3862.0
2020-06-01,Buffalo/Rochester,weekly,2020-06-14,conventional,1.06,288382.0,32052.0,68426.0,3521.0,184382.0,157111.0,23533.0,3738.0
2020-06-01,Buffalo/Rochester,weekly,2020-06-07,conventional,0.91,328970.0,22955.0,63341.0,3310.0,239364.0,143958.0,91949.0,3457.0
2020-05-01,Buffalo/Rochester,weekly,2020-05-31,conventional,1.15,266812.0,31112.0,59451.0,3221.0,173028.0,145108.0,24750.0,3170.0
2020-05-01,Buffalo/Rochester,weekly,2020-05-24,conventional,1.16,268649.0,26477.0,61161.0,3639.0,177372.0,149274.0,24618.0,3480.0
2020-06-01,California,weekly,2020-06-14,conventional,1.21,8019954.0,2382528.0,1198734.0,304919.0,4133773.0,2207167.0,1334802.0,591803.0
2020-06-01,California,weekly,2020-06-07,conventional,1.25,8180834.0,2311329.0,1195403.0,442834.0,4231267.0,2170638.0,1608253.0,452377.0
2020-05-01,California,weekly,2020-05-31,conventional,1.19,8794352.0,2208421.0,1308142.0,336132.0,4941657.0,2232274.0,2021825.0,687558.0
2020-05-01,California,weekly,2020-05-24,conventional,1.28,8094351.0,2374904.0,1135931.0,178973.0,4404542.0,2233463.0,1571349.0,599731.0
2020-06-01,Charlotte,weekly,2020-06-14,conventional,1.22,410145.0,178354.0,67317.0,6263.0,158212.0,123799.0,33962.0,450.0
2020-06-01,Charlotte,weekly,2020-06-07,conventional,1.23,418393.0,183938.0,66070.0,7022.0,161363.0,125275.0,36068.0,20.0
2020-05-01,Charlotte,weekly,2020-05-31,conventional,1.2,430425.0,202042.0,68865.0,6460.0,153059.0,122296.0,30725.0,38.0
2020-05-01,Charlotte,weekly,2020-05-24,conventional,1.17,432854.0,202089.0,66316.0,5809.0,158639.0,130333.0,28213.0,93.0
2020-06-01,Chicago,weekly,2020-06-14,conventional,1.43,993788.0,140164.0,210454.0,50489.0,592681.0,321290.0,150976.0,120415.0
2020-06-01,Chicago,weekly,2020-06-07,conventional,1.21,1192494.0,181157.0,199570.0,57040.0,754726.0,249765.0,369236.0,135726.0
2020-05-01,Chicago,weekly,2020-05-31,conventional,1.06,1552615.0,143088.0,281493.0,60737.0,1067297.0,315270.0,613997.0,138030.0
2020-05-01,Chicago,weekly,2020-05-24,conventional,1.39,1177753.0,206634.0,210375.0,65902.0,694842.0,221762.0,367665.0,105415.0
2020-06-01,Cincinnati/Dayton,weekly,2020-06-14,conventional,1.06,391189.0,101473.0,15928.0,11330.0,262458.0,231843.0,17085.0,13530.0
2020-06-01,Cincinnati/Dayton,weekly,2020-06-07,conventional,0.97,439233.0,136590.0,18341.0,12043.0,272259.0,241770.0,17099.0,13390.0
2020-05-01,Cincinnati/Dayton,weekly,2020-05-31,conventional,1.06,427257.0,125056.0,14818.0,12395.0,274988.0,258896.0,14908.0,1184.0
2020-05-01,Cincinnati/Dayton,weekly,2020-05-24,conventional,1.21,416096.0,122279.0,18760.0,13997.0,261060.0,246042.0,14752.0,266.0
2020-06-01,Columbus,weekly,2020-06-14,conventional,0.99,299491.0,84387.0,14419.0,3000.0,197685.0,188612.0,7216.0,1858.0
2020-06-01,Columbus,weekly,2020-06-07,conventional,0.9,335877.0,112925.0,16017.0,2887.0,204048.0,194169.0,8582.0,1297.0
2020-05-01,Columbus,weekly,2020-05-31,conventional,0.91,329587.0,109414.0,13315.0,2635.0,204222.0,196530.0,6866.0,826.0
2020-05-01,Columbus,weekly,2020-05-24,conventional,1.07,307671.0,104659.0,16768.0,2582.0,183663.0,174522.0,8302.0,839.0
2020-06-01,Dallas/FtWorth,weekly,2020-06-14,conventional,0.78,1928419.0,741294.0,178228.0,23053.0,985843.0,655079.0,330255.0,509.0
2020-06-01,Dallas/FtWorth,weekly,2020-06-07,conventional,0.72,2061940.0,852157.0,217459.0,24951.0,967374.0,637943.0,328765.0,666.0
2020-05-01,Dallas/FtWorth,weekly,2020-05-31,conventional,0.75,2109665.0,728917.0,219450.0,22914.0,1138384.0,814991.0,322625.0,769.0
2020-05-01,Dallas/FtWorth,weekly,2020-05-24,conventional,0.85,2073742.0,802486.0,199694.0,25412.0,1046150.0,716392.0,328554.0,1204.0
