,date,avg_price,geography,type,units_4046,units_4225,units_4770,s_bags,l_bags,xl_bags,pcp,tavg,pdsi,phdi,zndx,pmdi,cdd,sp01,sp02,sp03,sp06,sp09,sp12,sp24,tmin,tmax,year,month
13923,2019-11-24,1.1,Plains,conventional,594719.0,372642.0,13014.0,512140.0,61329.0,41842.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13924,2019-11-03,1.07,Chicago,organic,1317.38,11724.86,0.0,71336.11,0.0,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13925,2019-11-10,1.42,NewOrleans/Mobile,organic,153.0,2.0,0.0,1997.0,0.0,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13926,2019-11-17,1.66,Sacramento,organic,3391.0,2693.0,0.0,8724.0,22.0,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13927,2019-11-24,1.21,Pittsburgh,conventional,24709.0,8370.0,355.0,34674.0,26017.0,816.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13928,2019-11-03,0.84,Cincinnati/Dayton,conventional,70302.24,17237.51,6139.31,192729.24,14266.15,640.28,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13929,2019-11-10,1.23,Tampa,organic,209.0,1.0,0.0,9024.0,0.0,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13930,2019-11-17,0.94,Miami/FtLauderdale,conventional,382069.0,32322.0,3886.0,148901.0,391030.0,507.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13931,2019-11-10,0.76,Phoenix/Tucson,conventional,498649.0,312308.0,3571.0,227405.0,425667.0,7.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13932,2019-11-24,1.05,Richmond/Norfolk,conventional,71115.0,48949.0,649.0,102008.0,28687.0,1049.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13933,2019-11-24,0.89,Jacksonville,conventional,75352.0,5776.0,716.0,38790.0,76659.0,1041.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13934,2019-11-03,1.11,Roanoke,conventional,46228.61,23399.75,39.03,58233.23,27311.7,923.37,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13935,2019-11-10,1.46,Albany,organic,3.0,221.0,0.0,2067.0,798.0,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13936,2019-11-17,1.46,Pittsburgh,organic,3317.0,11.0,0.0,7265.0,0.0,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13937,2019-11-10,1.93,NorthernNewEngland,organic,31.0,590.0,0.0,8956.0,9119.0,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13938,2019-11-03,1.22,Syracuse,conventional,1835.18,34910.12,29.0,5741.14,20320.09,344.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13939,2019-11-17,1.14,Boise,conventional,25386.0,6767.0,1384.0,33109.0,25800.0,5857.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13940,2019-11-10,1.17,Philadelphia,conventional,18156.0,290805.0,877.0,173509.0,39454.0,767.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13941,2019-11-24,1.52,NewOrleans/Mobile,organic,169.0,0.0,0.0,1953.0,0.0,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13942,2019-11-03,1.96,Boise,organic,9.47,838.58,0.0,1007.77,2300.84,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13943,2019-11-03,1.48,LosAngeles,organic,14042.14,4526.54,0.0,76181.84,625.56,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13944,2019-11-03,1.82,Charlotte,organic,29.01,2753.59,24.72,9573.88,127.71,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13945,2019-11-17,0.61,Houston,conventional,822866.0,163422.0,918.0,109771.0,287841.0,9240.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13946,2019-11-03,1.25,Pittsburgh,conventional,25307.68,12192.94,301.87,35727.15,29495.0,732.31,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13947,2019-11-03,1.87,Phoenix/Tucson,organic,2077.06,833.7,0.0,12384.07,1823.85,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13948,2019-11-10,0.96,Columbus,conventional,49970.0,24278.0,2147.0,104918.0,20153.0,401.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13949,2019-11-03,1.19,Buffalo/Rochester,conventional,6308.73,62051.24,160.44,15052.86,64764.1,632.35,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13950,2019-11-24,1.21,Nashville,organic,68.0,826.0,0.0,5501.0,392.0,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13951,2019-11-10,1.16,Roanoke,conventional,40451.0,21424.0,46.0,63856.0,26537.0,1705.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13952,2019-11-17,1.97,Phoenix/Tucson,organic,2076.0,665.0,0.0,11629.0,42.0,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13953,2019-11-24,0.81,SouthCentral,conventional,2515299.0,731315.0,88037.0,1405914.0,1056164.0,78228.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13954,2019-11-10,0.87,NewOrleans/Mobile,conventional,124113.0,9447.0,211.0,106080.0,64111.0,8059.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13955,2019-11-10,1.36,SouthCarolina,organic,65.0,2428.0,21.0,17466.0,1539.0,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13956,2019-11-10,1.14,Albany,conventional,4271.0,85506.0,93.0,7999.0,6602.0,186.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13957,2019-11-17,2.34,Raleigh/Greensboro,organic,27.0,2807.0,46.0,8941.0,348.0,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13958,2019-11-17,1.22,Orlando,organic,70.0,0.0,0.0,6100.0,0.0,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13959,2019-11-17,1.92,Portland,organic,118.0,4779.0,0.0,9478.0,18364.0,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13960,2019-11-03,1.89,StLouis,organic,867.19,1728.07,13.01,3206.62,1641.47,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13961,2019-11-03,1.41,GrandRapids,conventional,2996.88,66426.08,39324.49,29343.98,4093.55,7377.04,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13962,2019-11-17,1.37,GrandRapids,conventional,3547.0,40428.0,40201.0,59598.0,3925.0,6476.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13963,2019-11-03,0.87,Tampa,conventional,225118.78,16791.42,1775.09,130765.88,256745.13,3325.07,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13964,2019-11-03,1.13,LasVegas,conventional,54031.47,57256.85,500.08,73659.77,86909.67,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13965,2019-11-24,1.14,Raleigh/Greensboro,conventional,111492.0,45231.0,3035.0,83712.0,55758.0,1184.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13966,2019-11-24,0.93,Cincinnati/Dayton,organic,46.0,1591.0,0.0,21348.0,1730.0,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13967,2019-11-10,1.38,Richmond/Norfolk,organic,12.0,1214.0,4.0,11409.0,1187.0,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13968,2019-11-03,1.2,Charlotte,conventional,89857.03,39362.34,2168.92,79354.86,32385.19,2358.2,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13969,2019-11-03,1.84,Portland,organic,117.42,5805.46,0.0,16191.57,18516.71,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13970,2019-11-03,0.88,Columbus,conventional,64828.72,16634.96,1618.31,115292.63,16334.35,430.34,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13971,2019-11-03,1.36,Baltimore/Washington,organic,264.11,3178.82,4.04,38195.35,64.27,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13972,2019-11-10,1.18,Buffalo/Rochester,organic,457.0,147.0,0.0,3130.0,4685.0,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13973,2019-11-24,1.24,Harrisburg/Scranton,organic,342.0,257.0,0.0,9806.0,41.0,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13974,2019-11-03,1.1,SanDiego,conventional,89110.94,75052.6,23169.19,181296.09,214298.78,4810.2,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13975,2019-11-17,1.37,GreatLakes,organic,6320.0,21353.0,0.0,164968.0,19799.0,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13976,2019-11-10,1.41,Dallas/FtWorth,organic,2736.0,46.0,484.0,21669.0,230.0,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13977,2019-11-24,1.91,Portland,organic,153.0,4786.0,2.0,12297.0,15350.0,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13978,2019-11-10,2.05,Hartford/Springfield,organic,229.0,4006.0,3.0,4926.0,54.0,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13979,2019-11-10,1.02,StLouis,conventional,78194.0,7288.0,355.0,94271.0,587.0,4508.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13980,2019-11-17,1.62,Hartford/Springfield,organic,3754.0,9234.0,3.0,4505.0,47.0,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13981,2019-11-03,0.89,Indianapolis,organic,210.43,562.26,0.0,19668.01,1852.43,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13982,2019-11-10,0.91,Miami/FtLauderdale,conventional,352771.0,34421.0,3539.0,270283.0,398643.0,3871.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13983,2019-11-10,1.79,Phoenix/Tucson,organic,3246.0,867.0,0.0,11594.0,891.0,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13984,2019-11-10,0.93,WestTex/NewMexico,conventional,351158.0,64939.0,46957.0,215750.0,115753.0,1029.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13985,2019-11-24,0.92,Nashville,conventional,86024.0,6615.0,247.0,107005.0,24615.0,783.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13986,2019-11-17,1.2,Syracuse,organic,206.0,81.0,0.0,1363.0,2109.0,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13987,2019-11-17,0.98,Atlanta,conventional,281849.0,31539.0,1718.0,315289.0,50393.0,505.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13988,2019-11-24,1.15,NorthernNewEngland,conventional,7787.0,319486.0,194.0,19760.0,51088.0,1141.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13989,2019-11-10,1.92,Portland,organic,121.0,5260.0,0.0,17838.0,17977.0,23.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13990,2019-11-03,0.74,Dallas/FtWorth,conventional,555008.9,251342.94,9437.68,397592.32,239259.04,368.4,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13991,2019-11-17,0.96,NorthernNewEngland,conventional,8961.0,621301.0,182.0,24771.0,44162.0,1362.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13992,2019-11-03,1.51,Houston,organic,5219.9,8.94,0.0,7909.27,6.67,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13993,2019-11-24,1.87,Denver,organic,2291.0,845.0,0.0,18840.0,64.0,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13994,2019-11-10,1.13,Detroit,organic,314.0,1629.0,0.0,31461.0,4129.0,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13995,2019-11-17,0.67,Dallas/FtWorth,conventional,722617.0,164804.0,7463.0,453018.0,233929.0,370.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13996,2019-11-10,1.68,Pittsburgh,organic,2677.0,20.0,0.0,2569.0,0.0,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13997,2019-11-10,1.72,NewYork,organic,10013.0,8047.0,6.0,51799.0,1995.0,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13998,2019-11-03,1.04,Atlanta,organic,243.59,2897.18,0.0,31315.43,4405.75,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
13999,2019-11-10,1.23,Syracuse,conventional,2627.0,38285.0,37.0,15471.0,10501.0,300.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
14000,2019-11-24,1.15,Boise,conventional,25294.0,7438.0,2880.0,24457.0,24815.0,6670.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
14001,2019-11-24,1.24,Tampa,organic,187.0,2.0,0.0,7068.0,0.0,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
14002,2019-11-24,1.41,Chicago,conventional,65894.0,166254.0,42477.0,204652.0,54548.0,1813.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
14003,2019-11-17,1.1,Buffalo/Rochester,conventional,6697.0,86483.0,193.0,30842.0,40564.0,217.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
14004,2019-11-17,1.19,StLouis,conventional,57898.0,8029.0,487.0,67459.0,2835.0,5071.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
14005,2019-11-10,0.98,Indianapolis,conventional,46213.0,40288.0,2944.0,116202.0,12322.0,175.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
14006,2019-11-10,0.83,Houston,conventional,450119.0,176155.0,1562.0,132819.0,419829.0,9595.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
14007,2019-11-10,1.37,Atlanta,organic,159.0,2308.0,0.0,18629.0,4229.0,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
14008,2019-11-24,1.62,Chicago,organic,960.0,6951.0,0.0,40212.0,2305.0,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
14009,2019-11-24,1.14,SanDiego,conventional,83192.0,31826.0,8958.0,170910.0,182100.0,4645.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
14010,2019-11-24,1.61,Sacramento,organic,2044.0,3373.0,0.0,10057.0,3.0,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
14011,2019-11-03,1.87,LasVegas,organic,1008.52,387.65,0.0,7708.84,1202.99,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
14012,2019-11-03,1.01,Harrisburg/Scranton,conventional,51226.01,184148.43,303.94,68874.95,18203.99,782.9,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
14013,2019-11-03,1.72,WestTex/NewMexico,organic,1158.06,412.61,1429.26,17574.1,718.31,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
14014,2019-11-03,1.33,SanFrancisco,conventional,273411.02,270866.12,7415.75,120256.63,183327.08,10708.27,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
14015,2019-11-03,1.18,Philadelphia,conventional,19498.2,289673.81,966.34,147043.4,52304.82,830.13,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
14016,2019-11-03,0.91,Cincinnati/Dayton,organic,86.58,2096.84,0.0,30928.8,2932.15,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
14017,2019-11-03,0.96,Tampa,organic,264.26,0.0,0.0,9983.33,0.0,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
14018,2019-11-10,1.41,Baltimore/Washington,organic,332.0,3386.0,13.0,31387.0,30.0,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
14019,2019-11-10,1.73,Houston,organic,7932.0,18.0,0.0,4983.0,0.0,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
14020,2019-11-03,1.75,Seattle,organic,281.32,14009.39,2.69,9078.84,56150.03,14.96,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
14021,2019-11-03,1.34,NewYork,conventional,27879.49,823428.63,7867.21,502420.56,255138.06,765.17,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
14022,2019-11-17,1.29,Boston,conventional,11687.0,496351.0,1459.0,111564.0,62971.0,1422.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
14023,2019-11-10,1.78,StLouis,organic,696.0,1593.0,3.0,3225.0,1641.0,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
14024,2019-11-24,1.18,Detroit,organic,262.0,1791.0,0.0,12257.0,1705.0,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
14025,2019-11-03,1.01,Louisville,conventional,24772.3,8829.27,102.87,48129.74,18329.46,789.89,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
14026,2019-11-24,1.6,NewYork,organic,15930.0,11483.0,327.0,43736.0,2554.0,0.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
14027,2019-11-03,1.09,Plains,conventional,671774.72,452510.72,12916.61,590502.97,54389.77,29694.43,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
14028,2019-11-24,1.28,Seattle,conventional,62137.0,95568.0,885.0,157768.0,264109.0,704.0,1.61,53.0,-1.3,-1.3,-1.68,-1.3,6,-0.43,-1.05,-0.93,-1.25,0.04,0.81,-0.15,40.4,65.6,2019,Nov
