,date,geography,avg_price,units_4046,units_4225,units_4770,s_bags,l_bags,xl_bags
6626,2019-04-14,Indianapolis,0.88,59165.4,60600.43,8120.12,144744.63,25007.86,683.41
6628,2019-04-14,Jacksonville,1.32,110073.94,8720.9,803.56,46372.52,62191.24,0.0
6630,2019-04-14,LasVegas,0.98,81455.3,99276.17,13414.24,131277.39,108770.18,673.53
6632,2019-04-14,LosAngeles,0.87,986522.29,1038990.77,173374.65,1557126.15,115269.2,256339.76
6634,2019-04-14,Louisville,0.96,37841.17,14973.96,215.42,75428.69,36155.69,10.0
6636,2019-04-14,Miami/FtLauderdale,1.36,365057.18,32808.0,4666.91,146189.64,386766.74,33.33
6640,2019-04-14,Nashville,0.84,144247.69,7168.91,724.71,139995.31,52837.24,10.59
6642,2019-04-14,NewOrleans/Mobile,1.03,208943.44,20508.51,721.73,73063.1,42428.8,3550.0
6644,2019-04-14,NewYork,1.14,53154.33,1690927.38,19184.31,442893.62,102110.7,0.0
6648,2019-04-14,NorthernNewEngland,1.32,10320.79,403978.66,348.24,28697.81,29535.65,0.0
6650,2019-04-14,Orlando,1.25,239471.87,16487.35,3828.0,122953.74,134846.95,16.67
6652,2019-04-14,Philadelphia,1.44,37226.94,262571.16,4103.64,159778.53,33925.47,10.0
6654,2019-04-14,Phoenix/Tucson,0.92,392726.55,247190.64,24565.6,348513.93,285921.48,0.0
6656,2019-04-14,Pittsburgh,1.2,36696.64,21877.49,2268.87,44141.21,32426.57,0.0
6658,2019-04-14,Plains,1.1,774123.9,427043.76,27436.53,696871.93,103893.31,5156.51
6660,2019-04-14,Portland,1.13,77511.83,224671.84,24466.01,195522.62,161939.53,404.12
6662,2019-04-14,Raleigh/Greensboro,1.28,158797.78,50026.38,6634.81,134932.52,12159.82,16.67
6664,2019-04-14,Richmond/Norfolk,1.08,91828.22,77222.41,1810.73,120904.54,39757.46,10.0
6666,2019-04-14,Roanoke,1.04,60913.85,34490.22,167.31,92274.16,33819.06,13.33
6668,2019-04-14,Sacramento,1.34,176826.53,196924.74,3143.72,98924.19,7886.48,3847.19
6670,2019-04-14,SanDiego,0.77,125437.57,418622.84,26761.46,245147.61,54144.32,29.04
6672,2019-04-14,SanFrancisco,1.26,402323.04,422591.1,9978.73,167258.07,5825.34,7236.34
6674,2019-04-14,Seattle,1.24,94424.84,197692.42,1273.96,124668.85,194953.25,372.55
6676,2019-04-14,SouthCarolina,1.23,227375.52,41373.65,2420.95,162274.66,49471.67,4262.95
6678,2019-04-14,SouthCentral,0.9,3221352.08,1106310.37,396214.51,1562090.27,1405950.49,103692.46
6682,2019-04-14,Spokane,1.14,24754.52,32090.82,90.99,22834.08,35318.45,9.62
6684,2019-04-14,StLouis,1.12,115615.58,13382.76,611.16,80082.54,10409.42,0.0
6686,2019-04-14,Syracuse,1.34,3723.43,44965.38,142.01,14876.0,16465.93,0.0
6688,2019-04-14,Tampa,1.3,238960.92,19628.86,2210.22,118210.1,181615.19,34.49
6694,2019-04-14,WestTex/NewMexico,1.01,484458.72,111689.91,68627.88,229565.57,120965.48,13.33
6696,2019-04-21,Albany,1.4,3728.75,91354.29,328.31,8497.43,5961.96,0.0
6698,2019-04-21,Atlanta,1.19,261796.26,31633.15,2668.47,271602.73,83264.65,15211.85
6700,2019-04-21,Baltimore/Washington,1.51,102801.42,429400.5,9041.7,237486.72,111973.96,230.0
6702,2019-04-21,Boise,1.62,40992.46,3961.73,10961.02,21203.82,14079.96,82.24
6704,2019-04-21,Boston,1.61,8486.12,346303.04,3274.53,112930.24,23545.2,6.67
6706,2019-04-21,Buffalo/Rochester,1.53,7984.63,77634.93,337.0,55429.97,31532.4,73.33
6710,2019-04-21,Charlotte,1.37,111399.14,51290.88,5862.24,105907.5,11124.87,20.0
6712,2019-04-21,Chicago,1.75,97840.34,261211.68,40976.43,110593.44,62636.28,64.81
6714,2019-04-21,Cincinnati/Dayton,0.98,72185.51,20714.2,18335.05,116216.29,25201.6,12121.69
6716,2019-04-21,Columbus,0.95,67565.48,20355.68,2993.98,139275.5,30669.3,674.37
6718,2019-04-21,Dallas/FtWorth,0.95,639205.73,282819.89,20910.06,455343.84,230940.0,133.88
6720,2019-04-21,Denver,1.11,182949.24,193242.54,22873.44,186213.83,423435.96,984.63
6722,2019-04-21,Detroit,1.07,126922.39,59375.97,57616.04,271391.23,64432.53,11775.65
6724,2019-04-21,GrandRapids,1.59,6613.13,70147.92,54503.08,31288.85,5273.96,11515.06
6726,2019-04-21,GreatLakes,1.23,723517.28,934109.58,282826.39,1427711.1,519055.13,58515.7
6728,2019-04-21,Harrisburg/Scranton,1.29,74564.01,143297.69,569.65,120903.93,11643.85,120.0
6730,2019-04-21,Hartford/Springfield,1.56,6138.77,172759.86,1393.1,53420.31,10955.94,6.67
6732,2019-04-21,Houston,0.92,544948.15,112838.84,142813.13,173252.08,545022.01,12864.09
6734,2019-04-21,Indianapolis,1.05,47547.31,59057.33,6186.51,119774.89,26683.41,1384.39
6736,2019-04-21,Jacksonville,1.41,90236.26,7409.05,785.75,44861.84,75026.28,1383.33
6738,2019-04-21,LasVegas,1.06,73042.75,114457.23,8831.46,110622.35,62471.63,915.67
6740,2019-04-21,LosAngeles,1.29,900377.58,430964.42,131527.33,1166587.45,91495.15,169648.4
6742,2019-04-21,Louisville,1.29,25413.88,15178.99,278.84,51066.62,31286.59,6.09
6744,2019-04-21,Miami/FtLauderdale,1.39,315177.75,30107.1,4378.52,180597.2,350154.15,10.0
6748,2019-04-21,Nashville,1.07,112863.14,7116.35,412.36,128232.16,43214.84,16.54
6750,2019-04-21,NewOrleans/Mobile,1.23,182105.96,21962.22,677.0,58484.18,40040.54,4873.34
6752,2019-04-21,NewYork,1.61,53784.24,916474.05,19584.66,448441.06,111066.77,3.33
6756,2019-04-21,NorthernNewEngland,1.35,8081.39,430047.84,396.01,25371.87,40708.65,6.67
6758,2019-04-21,Orlando,1.32,207778.9,14588.99,3655.99,124266.13,138287.18,106.67
6760,2019-04-21,Philadelphia,1.53,34959.36,251260.99,2793.51,174875.4,30001.46,20.0
6762,2019-04-21,Phoenix/Tucson,0.97,376024.38,282665.81,19767.29,318190.48,256265.23,3.33
6764,2019-04-21,Pittsburgh,1.25,33536.01,15442.04,1542.84,46007.43,35102.39,50.0
6766,2019-04-21,Plains,1.22,635273.31,535209.09,25468.33,615639.27,109983.7,866.85
6768,2019-04-21,Portland,1.65,72948.45,161133.37,22979.6,133773.21,97579.57,742.3
6770,2019-04-21,Raleigh/Greensboro,1.37,154136.19,56789.2,6912.49,129753.06,18936.71,6.67
6772,2019-04-21,Richmond/Norfolk,1.32,73425.1,66456.78,2075.69,110052.18,41665.32,3.33
6774,2019-04-21,Roanoke,1.25,49541.3,29105.32,218.08,69962.83,34723.19,6.67
6776,2019-04-21,Sacramento,1.68,131908.89,210464.28,3234.08,70919.29,7962.44,5787.48
6778,2019-04-21,SanDiego,1.3,103402.14,181052.84,22045.15,184101.03,34623.11,18.5
6780,2019-04-21,SanFrancisco,1.71,225219.29,479523.79,10151.23,140066.9,6295.23,9252.68
6782,2019-04-21,Seattle,1.7,114029.33,144781.21,1242.18,119777.27,88130.89,53.54
6784,2019-04-21,SouthCarolina,1.37,203458.16,46312.35,2934.73,153750.22,50134.22,7433.33
6786,2019-04-21,SouthCentral,1.03,3007561.04,1028567.19,318112.9,1468439.41,1357347.18,19284.77
6790,2019-04-21,Spokane,1.61,26921.1,25058.26,108.57,21475.46,13892.06,0.0
6792,2019-04-21,StLouis,1.27,77444.33,8426.29,608.63,73647.54,11471.65,3.33
6794,2019-04-21,Syracuse,1.49,3285.18,45907.12,124.0,21924.5,9918.73,0.0
6796,2019-04-21,Tampa,1.36,197981.72,16188.33,2119.29,122623.3,184600.79,3.33
6802,2019-04-21,WestTex/NewMexico,1.08,497507.81,111753.76,61018.95,200395.6,48579.29,20.0
6804,2019-04-28,Albany,1.47,3985.81,75404.18,272.95,7533.62,5325.05,10.0
6806,2019-04-28,Atlanta,1.26,264200.94,28737.32,4040.07,258522.75,62117.02,9885.73
6808,2019-04-28,Baltimore/Washington,1.51,102025.82,439423.42,10728.27,234937.15,114634.68,916.66
6810,2019-04-28,Boise,1.66,42622.02,3623.19,12371.22,18363.5,10274.44,691.46
6812,2019-04-28,Boston,1.67,9770.13,383833.25,3082.82,88962.25,16752.39,3.33
6814,2019-04-28,Buffalo/Rochester,1.55,9364.71,79093.6,421.0,35850.97,26199.14,356.67
6818,2019-04-28,Charlotte,1.42,114836.06,53839.96,6653.28,100541.01,11660.46,382.2
6820,2019-04-28,Chicago,1.74,106600.92,270368.32,33562.08,85645.92,62299.71,153.3
6822,2019-04-28,Cincinnati/Dayton,1.15,48747.22,21817.12,16070.65,167041.73,24164.36,109.9
6824,2019-04-28,Columbus,1.28,45176.53,22113.89,3033.01,67342.77,29884.0,296.33
6826,2019-04-28,Dallas/FtWorth,1.04,655063.07,205389.32,24081.03,393513.87,108952.86,1501.9
6828,2019-04-28,Denver,1.22,175795.69,145397.1,24143.64,167027.03,320543.35,3741.39
6830,2019-04-28,Detroit,1.44,59260.29,51883.0,47798.96,113141.76,33321.08,8677.14
6832,2019-04-28,GrandRapids,1.65,4803.96,59461.92,48216.98,29048.99,4075.58,10167.62
6834,2019-04-28,GreatLakes,1.42,551264.21,907692.9,242184.5,948721.1,441379.57,41743.17
6836,2019-04-28,Harrisburg/Scranton,1.36,71864.84,116140.41,782.2,109093.39,9243.1,943.34
6838,2019-04-28,Hartford/Springfield,1.61,6513.34,177209.6,975.95,44256.24,10380.63,0.0
6840,2019-04-28,Houston,1.03,540502.92,109256.88,44362.78,134479.7,366356.22,297.2
6842,2019-04-28,Indianapolis,1.28,29642.11,58710.26,5737.44,65925.3,27574.96,996.13
6844,2019-04-28,Jacksonville,1.44,90278.31,8261.28,937.36,37809.46,88113.88,46.67
6846,2019-04-28,LasVegas,1.33,80679.02,76450.98,10177.47,85084.15,45716.18,230.15
6848,2019-04-28,LosAngeles,1.46,869852.85,365378.84,102453.23,970863.43,45964.17,108510.72
6850,2019-04-28,Louisville,1.48,17402.32,14715.31,227.12,34118.69,29641.02,200.0
6852,2019-04-28,Miami/FtLauderdale,1.41,371927.16,32226.52,7895.32,123205.13,384894.09,3.33
6856,2019-04-28,Nashville,1.22,110286.95,7902.57,628.28,97194.93,39231.77,156.67
6858,2019-04-28,NewOrleans/Mobile,1.27,186406.03,19681.14,1086.52,55137.42,47137.71,4110.0
6860,2019-04-28,NewYork,1.49,56160.25,984031.33,15339.32,348047.93,118461.35,113.33
6864,2019-04-28,NorthernNewEngland,1.39,8252.85,401163.96,510.14,25965.1,24637.03,6.67
6866,2019-04-28,Orlando,1.33,237371.82,15390.22,5512.62,97313.11,152305.6,0.0
6868,2019-04-28,Philadelphia,1.59,38706.33,223208.78,2821.94,160572.32,31005.58,256.66
6870,2019-04-28,Phoenix/Tucson,1.17,358197.56,210504.44,20858.2,211415.05,172117.12,1583.33
6872,2019-04-28,Pittsburgh,1.27,39504.74,18036.62,2357.84,45052.26,34219.66,233.33
6874,2019-04-28,Plains,1.34,739115.4,546238.87,36384.78,426874.08,76123.21,59799.22
6876,2019-04-28,Portland,1.69,81061.54,172503.7,25446.94,113814.77,92710.02,1204.95
6878,2019-04-28,Raleigh/Greensboro,1.37,167087.01,58563.53,7438.16,120207.55,21131.97,183.34
6880,2019-04-28,Richmond/Norfolk,1.39,76994.56,71405.03,2117.22,96599.2,30319.23,9.61
6882,2019-04-28,Roanoke,1.39,46550.22,30294.56,195.57,57015.5,29088.47,131.41
6884,2019-04-28,Sacramento,1.78,122478.07,210230.76,3049.88,65684.34,11536.91,2470.34
6886,2019-04-28,SanDiego,1.54,105197.72,149474.54,20522.14,163756.17,14393.69,2404.23
6888,2019-04-28,SanFrancisco,1.81,208764.6,440306.71,9315.4,143617.24,9509.04,4668.18
6890,2019-04-28,Seattle,1.82,102232.02,141442.45,1916.19,112428.87,91681.72,1859.4
6892,2019-04-28,SouthCarolina,1.37,219694.03,44442.86,2767.35,139382.18,51643.22,4763.33
6894,2019-04-28,SouthCentral,1.11,3130036.62,861594.7,194416.97,1269394.18,840283.88,10192.65
6898,2019-04-28,Spokane,1.65,24890.78,23688.36,74.0,18717.83,13596.31,36.66
6900,2019-04-28,StLouis,1.31,91309.89,11943.36,999.77,75081.39,7254.08,8117.5
6902,2019-04-28,Syracuse,1.52,3649.73,44083.94,101.0,12317.18,10592.09,3.33
6904,2019-04-28,Tampa,1.36,229484.93,17824.97,4192.37,103299.43,187397.16,3.33
6910,2019-04-28,WestTex/NewMexico,1.16,473466.52,79286.84,66983.85,170180.1,48756.91,50.0
6912,2019-05-05,Albany,1.15,5508.48,157496.43,413.21,8906.0,4313.59,346.67
6914,2019-05-05,Atlanta,1.15,354972.8,32077.27,4580.2,380840.14,88417.31,13094.96
6916,2019-05-05,Baltimore/Washington,1.3,139318.77,548835.91,12106.86,302719.36,225669.94,13.34
6918,2019-05-05,Boise,1.33,73356.54,6677.54,10940.38,16868.07,22956.56,522.2
6920,2019-05-05,Boston,1.5,13200.91,652416.5,3880.94,118607.02,12165.88,0.0
6922,2019-05-05,Buffalo/Rochester,1.44,11712.07,98341.1,522.0,68869.15,15732.03,620.0
6926,2019-05-05,Charlotte,1.16,167746.19,63959.67,7573.67,172923.79,13071.83,857.52
6928,2019-05-05,Chicago,1.48,173812.31,348401.23,45084.05,109090.96,73055.36,3853.11
6930,2019-05-05,Cincinnati/Dayton,1.26,76506.94,35144.12,10394.98,161876.91,20190.3,69.88
6932,2019-05-05,Columbus,1.04,69692.29,37250.02,3070.08,133556.21,36244.93,2440.45
6934,2019-05-05,Dallas/FtWorth,0.94,719151.75,289936.08,30277.15,410354.68,229449.29,6177.16
6936,2019-05-05,Denver,1.17,227495.88,182021.33,30262.2,213786.65,426910.54,4700.2
6938,2019-05-05,Detroit,1.19,135084.48,62122.74,62464.35,273121.94,24034.98,13047.83
6940,2019-05-05,GrandRapids,1.5,6545.5,95278.19,59047.44,30948.95,5271.58,12514.11
6942,2019-05-05,GreatLakes,1.22,962732.22,1228636.81,298306.81,1521724.13,552566.29,78093.32
6944,2019-05-05,Harrisburg/Scranton,1.38,73212.69,148867.22,781.34,112150.59,14289.76,226.66
6946,2019-05-05,Hartford/Springfield,1.38,10064.48,404305.24,1168.24,58771.26,10142.29,3.33
6948,2019-05-05,Houston,0.84,663667.69,290539.44,11329.29,207353.85,576992.01,1211.55
6950,2019-05-05,Indianapolis,1.09,57160.17,71066.32,7030.61,115331.86,30963.0,4960.4
6952,2019-05-05,Jacksonville,1.43,128614.0,10966.7,1569.62,42159.36,112308.16,522.19
6954,2019-05-05,LasVegas,1.21,108125.21,109471.14,11686.41,87104.89,121456.97,311.84
6956,2019-05-05,LosAngeles,1.27,1354074.3,443610.11,121758.11,1326371.59,88036.4,123832.18
6958,2019-05-05,Louisville,1.2,31841.88,16453.78,358.04,70159.95,34876.4,1907.77
6960,2019-05-05,Miami/FtLauderdale,1.42,477779.07,39228.33,9517.73,215149.5,401135.83,1504.03
6964,2019-05-05,Nashville,1.05,154201.26,8230.45,704.87,147364.48,43457.61,303.33
6966,2019-05-05,NewOrleans/Mobile,1.14,236149.26,25894.95,1716.38,100716.69,50806.77,5556.67
6968,2019-05-05,NewYork,1.56,63060.95,1354269.05,23476.12,467112.07,86167.49,456.67
6972,2019-05-05,NorthernNewEngland,1.11,12572.08,770413.41,586.84,28708.05,21883.97,0.0
6974,2019-05-05,Orlando,1.35,287434.34,18862.04,6979.89,100343.29,197704.83,9.18
6976,2019-05-05,Philadelphia,1.58,41222.22,297890.83,3510.12,185690.13,26807.56,560.0
6978,2019-05-05,Phoenix/Tucson,0.95,539092.96,366835.63,22309.42,240578.42,408832.01,256.67
6980,2019-05-05,Pittsburgh,0.99,77134.21,34811.77,4273.06,52421.01,91674.58,6.66
6982,2019-05-05,Plains,1.26,1062850.59,635554.8,46780.49,684345.2,80648.46,75975.54
6984,2019-05-05,Portland,1.27,83895.49,440718.79,27044.64,117543.88,207775.29,1759.56
6986,2019-05-05,Raleigh/Greensboro,1.12,220167.43,72840.13,8971.0,203765.79,19303.59,1006.67
6988,2019-05-05,Richmond/Norfolk,1.15,121294.79,90630.89,2487.04,146447.09,36331.31,6.67
6990,2019-05-05,Roanoke,1.14,76773.49,37661.87,193.95,100348.91,30384.47,1047.78
6992,2019-05-05,Sacramento,1.32,179538.3,388869.47,4111.65,62537.35,12646.71,3710.45
6994,2019-05-05,SanDiego,1.4,148303.44,175844.86,22522.65,203485.0,31452.8,35.76
6996,2019-05-05,SanFrancisco,1.35,293354.86,752996.71,13317.42,120922.39,14874.5,6270.61
6998,2019-05-05,Seattle,1.51,166840.38,223461.8,2585.48,104597.26,198412.74,1356.27
7000,2019-05-05,SouthCarolina,1.26,286252.53,51436.33,3541.11,197534.14,67914.65,7127.73
7002,2019-05-05,SouthCentral,0.99,3557921.73,1307245.37,175702.73,1557536.76,1406500.87,33218.03
7006,2019-05-05,Spokane,1.41,39279.44,38886.91,168.0,18163.28,35255.44,61.42
7008,2019-05-05,StLouis,1.02,181939.13,12268.45,1042.74,136723.55,11844.52,6862.5
7010,2019-05-05,Syracuse,1.39,4531.84,61454.19,227.0,23145.17,5911.95,313.33
7012,2019-05-05,Tampa,1.31,290379.57,21112.07,5131.47,109604.96,266670.46,120.0
7018,2019-05-05,WestTex/NewMexico,1.1,519328.66,110125.26,86941.81,208951.39,127498.05,3.33
7020,2019-05-12,Albany,1.42,4632.56,104854.87,248.47,9402.56,5183.11,12.22
7022,2019-05-12,Atlanta,1.14,315635.87,28408.36,3214.62,305332.14,79035.35,13873.39
7024,2019-05-12,Baltimore/Washington,1.29,113752.47,679927.98,9068.82,231675.01,70592.86,890.0
7026,2019-05-12,Boise,1.51,44927.79,5562.72,12241.04,17322.53,20220.71,306.8
7028,2019-05-12,Boston,1.52,12985.13,671814.73,3725.48,125106.34,28403.61,3.33
7030,2019-05-12,Buffalo/Rochester,1.29,9599.81,97389.83,295.56,53334.74,45345.03,323.34
7034,2019-05-12,Charlotte,1.38,120284.7,50880.6,6285.25,101297.49,13641.21,13.33
7036,2019-05-12,Chicago,1.55,118804.8,307040.77,32570.45,115236.29,121590.07,2540.0
7038,2019-05-12,Cincinnati/Dayton,1.23,67869.4,31636.02,11010.46,173217.79,18155.69,40.9
7040,2019-05-12,Columbus,1.04,62769.85,33986.49,2831.03,108418.32,49797.15,71.3
7042,2019-05-12,Dallas/FtWorth,0.9,734767.51,270884.82,24521.45,441493.35,214046.52,1247.13
7044,2019-05-12,Denver,1.15,230064.0,174928.46,24458.14,174584.25,435659.58,4174.37
7046,2019-05-12,Detroit,1.2,121038.07,57409.38,59579.07,242007.39,54026.32,6954.58
7048,2019-05-12,GrandRapids,1.61,5430.94,73883.02,59329.01,33601.7,5187.33,9309.58
7050,2019-05-12,GreatLakes,1.24,765932.46,1062934.21,273748.07,1362432.21,680729.18,48730.8
7052,2019-05-12,Harrisburg/Scranton,1.32,66378.37,193063.07,474.14,128665.5,14429.58,966.67
7054,2019-05-12,Hartford/Springfield,1.56,8888.86,334620.67,1018.47,61106.03,8384.11,8.89
7056,2019-05-12,Houston,0.83,645852.47,242546.74,6274.45,196358.99,599106.39,44.88
7058,2019-05-12,Indianapolis,1.1,49994.21,61225.0,6154.03,89832.41,30179.45,823.49
7060,2019-05-12,Jacksonville,1.36,89665.63,6576.85,982.6,95249.33,25873.75,56.67
7062,2019-05-12,LasVegas,1.22,81351.9,97304.66,7354.6,85307.46,96592.03,370.55
7064,2019-05-12,LosAngeles,1.26,1033730.84,374695.19,111910.67,1253659.59,102614.75,123065.45
7066,2019-05-12,Louisville,1.19,27346.04,15485.97,148.28,64239.23,25526.97,2461.64
7068,2019-05-12,Miami/FtLauderdale,1.38,398640.19,30774.72,5914.1,220679.18,269956.21,56.67
7072,2019-05-12,Nashville,1.02,133362.64,7412.93,537.86,133990.15,34785.05,17.28
7074,2019-05-12,NewOrleans/Mobile,1.05,212571.02,19207.82,1260.65,75078.51,31570.34,4730.01
7076,2019-05-12,NewYork,1.59,58555.8,1306046.64,17853.52,529170.5,70651.83,290.01
7080,2019-05-12,NorthernNewEngland,1.39,11598.72,509105.53,438.7,29985.28,28009.06,0.0
7082,2019-05-12,Orlando,1.28,223576.04,13825.09,4202.64,128729.76,119875.25,6.66
7084,2019-05-12,Philadelphia,1.48,37179.96,345982.94,2693.4,212339.87,27947.1,662.55
7086,2019-05-12,Phoenix/Tucson,0.99,416624.38,285533.85,16656.21,231669.71,322767.46,45.4
7088,2019-05-12,Pittsburgh,1.14,47325.84,25525.91,2678.43,41598.88,63785.04,113.33
7090,2019-05-12,Plains,1.26,956668.99,525621.68,32765.05,654327.14,71435.57,70141.38
7092,2019-05-12,Portland,1.53,81653.56,254623.84,20060.68,116944.27,195669.42,2730.74
7094,2019-05-12,Raleigh/Greensboro,1.32,174214.53,55877.2,7162.16,132793.45,19248.43,53.34
7096,2019-05-12,Richmond/Norfolk,1.03,103681.63,79948.28,2084.24,153172.06,34865.47,3.33
7098,2019-05-12,Roanoke,0.86,70358.5,34246.64,138.37,140252.19,25798.16,1020.0
7100,2019-05-12,Sacramento,1.54,156973.58,219304.5,3220.99,71369.3,10877.36,3740.09
7102,2019-05-12,SanDiego,1.39,112940.37,147877.98,19597.32,189810.89,35771.99,39.43
7104,2019-05-12,SanFrancisco,1.77,213284.39,395986.26,9975.7,137300.31,21430.08,6355.0
7106,2019-05-12,Seattle,1.69,107997.27,168044.92,1363.78,102953.51,189718.99,1300.27
7108,2019-05-12,SouthCarolina,1.3,235177.98,44256.19,2743.94,164448.16,39725.63,5255.42
7110,2019-05-12,SouthCentral,0.95,3396950.66,1169241.34,156982.93,1591168.19,1404966.95,5429.74
7114,2019-05-12,Spokane,1.53,28351.45,27779.28,132.0,19924.28,28748.0,472.37
7116,2019-05-12,StLouis,1.17,110410.22,10727.56,775.17,93007.71,10492.29,5791.95
7118,2019-05-12,Syracuse,1.36,3718.79,56287.35,124.86,15222.18,19041.33,10.0
7120,2019-05-12,Tampa,1.23,229182.1,14704.72,2951.21,170615.61,128345.74,20.0
7126,2019-05-12,WestTex/NewMexico,1.07,419385.09,108440.52,74949.12,216474.25,95765.72,6.67
7128,2019-05-19,Albany,1.11,3590.56,120902.91,275.0,9649.82,5426.22,12.23
7130,2019-05-19,Atlanta,1.2,271056.99,30189.66,3496.8,268520.2,70387.77,15102.31
7132,2019-05-19,Baltimore/Washington,1.49,117723.92,490159.66,9904.31,238366.72,83927.66,474.44
7134,2019-05-19,Boise,1.46,40949.06,3112.58,10043.47,21162.09,20965.04,650.63
7136,2019-05-19,Boston,1.5,10048.76,553180.58,2963.83,130359.17,18454.28,1.11
7138,2019-05-19,Buffalo/Rochester,1.28,9197.06,96427.96,288.61,59672.95,31419.34,211.11
7142,2019-05-19,Charlotte,1.12,183759.4,69184.0,6242.43,100275.22,13310.71,11.65
7144,2019-05-19,Chicago,1.56,106115.52,303521.61,30727.06,103785.46,137827.76,1117.15
7146,2019-05-19,Cincinnati/Dayton,1.38,47086.49,35198.22,12849.06,151489.37,24415.96,16.33
7148,2019-05-19,Columbus,1.27,44623.22,36225.42,3485.92,97552.39,44856.4,53.23
7150,2019-05-19,Dallas/FtWorth,0.93,643572.43,223930.21,23769.83,441445.73,131498.72,49.39
7152,2019-05-19,Denver,1.26,180404.63,128549.63,22140.53,177977.22,293007.67,3634.22
7154,2019-05-19,Detroit,1.39,72362.35,62012.28,84700.0,169206.12,32185.56,8683.08
7156,2019-05-19,GrandRapids,1.53,4016.24,72470.38,81042.64,25103.69,4543.91,15769.95
7158,2019-05-19,GreatLakes,1.37,539069.02,1043077.73,358154.59,1141744.81,606437.54,54680.52
7160,2019-05-19,Harrisburg/Scranton,1.26,56586.96,141280.88,564.52,129866.15,16277.99,896.67
7162,2019-05-19,Hartford/Springfield,1.46,6126.68,308029.49,778.33,59405.42,9057.11,15.87
7164,2019-05-19,Houston,0.94,548966.33,140126.64,4354.39,205227.05,332069.0,26.42
7166,2019-05-19,Indianapolis,1.28,29256.31,63722.97,6737.49,86560.02,26563.45,82.65
7168,2019-05-19,Jacksonville,1.35,81450.33,7137.8,991.26,47797.22,85620.24,13.33
7170,2019-05-19,LasVegas,1.25,76208.84,92792.47,8588.76,84910.24,48479.39,6.67
7172,2019-05-19,LosAngeles,1.42,793284.02,334759.88,85962.96,1072577.89,114188.39,65508.21
7174,2019-05-19,Louisville,1.41,17929.54,18293.23,201.52,38611.97,29847.2,1923.33
7176,2019-05-19,Miami/FtLauderdale,1.41,342672.72,26569.13,6359.11,178096.96,352060.46,20.0
7180,2019-05-19,Nashville,1.11,117003.62,8313.66,565.84,114973.29,36845.91,3.33
7182,2019-05-19,NewOrleans/Mobile,1.06,183474.76,18689.22,1346.06,77888.98,38197.92,5736.67
7184,2019-05-19,NewYork,1.58,47776.88,1111079.98,15001.74,450100.57,77399.04,364.52
7188,2019-05-19,NorthernNewEngland,1.42,8822.47,451774.36,505.03,34351.75,28179.73,2.22
7190,2019-05-19,Orlando,1.37,206829.05,13865.19,5075.0,108169.77,135820.42,21.27
7192,2019-05-19,Philadelphia,1.42,36537.17,261992.41,2743.57,200042.14,34415.99,578.57
7194,2019-05-19,Phoenix/Tucson,1.02,461628.46,241966.77,18517.99,213689.82,164218.35,0.0
7196,2019-05-19,Pittsburgh,1.27,35088.86,19214.76,1696.55,43881.34,41444.7,286.67
7198,2019-05-19,Plains,1.31,780646.54,489301.4,30459.92,681479.87,84807.96,21975.09
7200,2019-05-19,Portland,1.66,71852.27,134055.95,18950.41,152417.16,102449.44,4571.26
7202,2019-05-19,Raleigh/Greensboro,1.02,263168.06,83370.13,7759.55,128160.24,18041.24,10.0
7204,2019-05-19,Richmond/Norfolk,1.04,115836.88,72408.21,2280.72,127842.04,32704.88,17.78
7206,2019-05-19,Roanoke,0.98,69547.33,32286.33,151.56,92268.25,28769.85,914.45
7208,2019-05-19,Sacramento,1.46,139806.01,263291.34,2823.5,68043.85,12170.76,1831.77
7210,2019-05-19,SanDiego,1.51,92488.67,137614.14,17645.67,176673.39,23205.81,435.53
7212,2019-05-19,SanFrancisco,1.67,234674.64,438737.8,9174.12,119440.89,39246.54,4883.14
7214,2019-05-19,Seattle,1.78,95518.06,143102.9,1410.49,122517.72,118355.03,325.26
7216,2019-05-19,SouthCarolina,1.26,241694.6,51053.69,2813.54,145909.9,48132.02,6674.35
7218,2019-05-19,SouthCentral,1.02,2943422.35,922419.99,138824.42,1596112.31,843457.21,389.87
7222,2019-05-19,Spokane,1.59,24688.33,22760.77,86.0,20670.79,14013.31,25.91
7224,2019-05-19,StLouis,1.31,79833.72,9366.28,614.46,93444.31,12554.04,3702.22
7226,2019-05-19,Syracuse,1.21,3088.15,62251.55,112.0,18944.93,10979.04,11.11
7228,2019-05-19,Tampa,1.27,209085.41,14557.98,3332.15,128806.03,175173.62,20.0
7234,2019-05-19,WestTex/NewMexico,1.16,396290.34,92623.48,68894.46,213473.51,60651.03,172.65
7236,2019-05-26,Albany,1.46,4780.46,105377.36,261.38,8902.29,4729.13,830.0
7238,2019-05-26,Atlanta,1.16,306990.46,31768.1,2926.65,278332.97,74417.26,11741.89
7240,2019-05-26,Baltimore/Washington,1.54,96631.95,507702.31,10323.57,245998.33,83098.13,6013.33
7242,2019-05-26,Boise,1.44,44724.88,6723.39,9791.96,18961.88,27228.11,974.85
7244,2019-05-26,Boston,1.55,11493.34,554158.8,2712.53,130626.69,24811.33,856.66
7246,2019-05-26,Buffalo/Rochester,1.31,10062.88,94014.2,285.54,55987.9,38043.23,1376.67
